Conf,Rayon Giration,Distance,ecart-type Distance,RMSD,ecart-type RMSD,Ratio Giration,Correlation,p-value Correlation
REF,16.751269,0,,,,,,
324,17.301595,11.672446,2.831203,1.057306,0.61295,1.032853,0.450334,1e-05
325,17.103274,11.578139,2.759988,0.985095,0.59918,1.021014,0.511432,0.0
326,17.311666,11.654108,2.799,1.063883,0.650934,1.033454,0.54432,0.0
327,16.923896,11.521239,2.793058,0.947001,0.552112,1.010305,0.522959,0.0
328,18.028254,11.667729,2.811841,1.040639,0.599285,1.076232,0.584905,0.0
329,17.273347,11.605559,2.801502,1.078336,0.686771,1.031166,0.524427,0.0
330,16.834131,11.573526,2.717589,0.89293,0.594684,1.004947,0.506397,0.0
331,16.798258,11.595697,2.745805,0.934796,0.620166,1.002805,0.533266,0.0
332,17.214234,11.539828,2.777169,1.061009,0.668642,1.027638,0.543415,0.0
333,16.966854,11.556148,2.712315,1.049751,0.59586,1.01287,0.450194,1e-05
334,16.825634,11.593505,2.772537,0.940005,0.586608,1.004439,0.470393,3e-06
335,17.339637,11.511155,2.756696,0.857259,0.539368,1.035124,0.402429,9.2e-05
336,17.016595,11.649563,2.843024,1.067551,0.662814,1.015839,0.47333,3e-06
337,17.051815,11.662023,2.709228,1.027705,0.635791,1.017942,0.51397,0.0
338,16.743747,11.580547,2.793531,0.943767,0.624402,0.999551,0.440462,1.6e-05
339,16.683907,11.532805,2.652991,0.940022,0.446446,0.995979,0.410168,6.6e-05
340,17.250461,11.67594,2.819562,0.933285,0.591095,1.0298,0.436007,1.9e-05
341,17.041643,11.566003,2.734727,0.959222,0.642682,1.017334,0.466595,4e-06
342,16.923243,11.561662,2.741432,0.871021,0.572963,1.010266,0.405698,8e-05
343,17.489113,11.608255,2.80616,0.90987,0.576299,1.044047,0.446212,1.2e-05
344,17.601629,11.551378,2.791922,1.092949,0.568854,1.050764,0.512225,0.0
345,16.993347,11.617152,2.764134,1.100153,0.661953,1.014451,0.467781,4e-06
346,17.013595,11.579958,2.763465,0.916922,0.593602,1.01566,0.492137,1e-06
347,17.075436,11.602278,2.800222,0.959197,0.636246,1.019352,0.4352,2e-05
348,17.24283,11.631915,2.820228,0.926552,0.637137,1.029345,0.486186,1e-06
349,16.998857,11.638851,2.67465,0.909668,0.520923,1.01478,0.424568,3.4e-05
350,16.86409,11.659389,2.809259,0.871963,0.500315,1.006735,0.45822,6e-06
351,16.757662,11.512829,2.673357,0.975172,0.513172,1.000382,0.493259,1e-06
352,16.881359,11.502404,2.740841,0.960334,0.569172,1.007766,0.522087,0.0
353,16.707183,11.524174,2.741056,0.791072,0.52969,0.997368,0.473626,3e-06
354,16.841246,11.600373,2.707477,0.909457,0.608014,1.005371,0.407627,7.3e-05
355,16.828547,11.546307,2.722769,1.072626,0.565418,1.004613,0.425181,3.3e-05
356,16.965143,11.574338,2.752573,0.979067,0.567466,1.012768,0.512919,0.0
357,16.8633,11.619034,2.784455,0.963883,0.586403,1.006688,0.553394,0.0
358,17.161895,11.671762,2.733642,0.892503,0.576068,1.024513,0.412666,5.9e-05
359,17.252104,11.639224,2.806512,1.039844,0.558029,1.029898,0.572731,0.0
360,16.8436,11.572486,2.725352,1.041347,0.593027,1.005512,0.52946,0.0
361,17.153787,11.624369,2.716358,0.970283,0.550096,1.024029,0.414501,5.4e-05
362,16.833745,11.46645,2.686562,0.992052,0.605593,1.004924,0.521533,0.0
363,16.83187,11.593044,2.690167,1.023781,0.638094,1.004812,0.351065,0.000743
364,17.377031,11.580769,2.790856,0.977686,0.669122,1.037356,0.465816,4e-06
365,16.703931,11.559288,2.775901,1.023645,0.653497,0.997174,0.525882,0.0
366,17.131536,11.578711,2.823625,0.92475,0.560215,1.022701,0.430384,2.6e-05
367,17.036176,11.55911,2.799984,1.007856,0.601773,1.017008,0.50312,1e-06
368,17.475291,11.581829,2.788487,0.9105,0.590549,1.043222,0.570524,0.0
369,16.781422,11.547264,2.769629,0.901798,0.674659,1.0018,0.424904,3.3e-05
370,16.869735,11.568509,2.76466,0.991246,0.607302,1.007072,0.517772,0.0
371,17.196298,11.540852,2.708133,0.967333,0.584897,1.026567,0.468504,4e-06
372,16.973412,11.678201,2.785484,0.981441,0.696325,1.013261,0.563825,0.0
373,16.61485,11.659495,2.710341,1.016353,0.501732,0.991856,0.543873,0.0
374,16.689812,11.630677,2.769802,0.79725,0.531368,0.996331,0.477457,2e-06
375,17.011581,11.521228,2.740355,0.916551,0.570104,1.01554,0.562612,0.0
376,16.731174,11.574727,2.728098,0.978756,0.583963,0.9988,0.534671,0.0
377,16.725491,11.618961,2.809109,0.940404,0.557851,0.998461,0.54301,0.0
378,16.87101,11.540054,2.697053,0.912954,0.51332,1.007148,0.535129,0.0
379,16.895175,11.563729,2.740315,1.052872,0.578622,1.008591,0.499915,1e-06
380,16.802907,11.593216,2.701902,0.904779,0.535821,1.003083,0.433521,2.2e-05
381,16.593123,11.58631,2.706358,0.979265,0.480486,0.990559,0.491806,1e-06
382,17.239532,11.54568,2.750148,0.932552,0.555695,1.029148,0.481038,2e-06
383,17.56793,11.665425,2.798108,0.942062,0.589402,1.048752,0.451504,9e-06
384,17.067289,11.626155,2.787896,0.935743,0.592334,1.018865,0.528273,0.0
385,16.886647,11.538438,2.736679,0.869264,0.582561,1.008082,0.501002,1e-06
386,16.881245,11.553691,2.752244,1.022139,0.635788,1.007759,0.545822,0.0
387,17.057501,11.582754,2.820333,1.06229,0.736709,1.018281,0.497956,1e-06
388,17.405713,11.60891,2.715417,1.032779,0.590982,1.039068,0.519487,0.0
389,16.942949,11.560013,2.713457,1.029319,0.594921,1.011443,0.478984,2e-06
390,16.853919,11.539594,2.758838,0.947068,0.613806,1.006128,0.527239,0.0
391,16.721141,11.493614,2.721031,0.874576,0.547493,0.998201,0.460333,6e-06
392,16.899721,11.559563,2.708091,1.037814,0.581739,1.008862,0.511993,0.0
393,17.378314,11.576659,2.799519,1.057591,0.600505,1.037433,0.397965,0.000112
394,16.991665,11.592601,2.718563,1.010276,0.634055,1.014351,0.496971,1e-06
395,16.944016,11.532206,2.732222,0.953467,0.624701,1.011506,0.470395,3e-06
396,16.766427,11.593018,2.782869,0.976911,0.641734,1.000905,0.507409,0.0
397,16.852235,11.538227,2.709406,1.001876,0.530125,1.006027,0.476898,2e-06
398,17.095484,11.575558,2.717752,0.968459,0.562415,1.020549,0.502383,1e-06
399,17.011121,11.529143,2.798956,1.002138,0.572192,1.015512,0.510444,0.0
400,16.651175,11.56182,2.640477,1.005917,0.622789,0.994025,0.503197,1e-06
401,16.761164,11.59563,2.735798,0.923139,0.516051,1.000591,0.476113,2e-06
402,16.783092,11.590376,2.673097,1.031231,0.670745,1.0019,0.558674,0.0
403,16.786185,11.582864,2.759853,0.953272,0.63508,1.002084,0.508819,0.0
404,16.76664,11.550842,2.746758,0.915343,0.551582,1.000918,0.485754,1e-06
405,16.91001,11.535075,2.692922,1.046829,0.646287,1.009476,0.456345,7e-06
406,16.705053,11.511164,2.71159,0.912885,0.530933,0.997241,0.434484,2.1e-05
407,17.121873,11.586766,2.75869,0.883867,0.52096,1.022124,0.417011,4.8e-05
408,17.056132,11.607367,2.739456,0.969288,0.569697,1.018199,0.543403,0.0
409,16.96968,11.548296,2.675827,1.070615,0.567594,1.013038,0.467612,4e-06
410,17.216643,11.597484,2.676353,0.955736,0.735318,1.027781,0.50993,0.0
411,16.699281,11.546812,2.716578,0.920614,0.541665,0.996896,0.574427,0.0
412,16.932445,11.662726,2.780029,0.98124,0.527574,1.010816,0.446582,1.2e-05
413,16.645905,11.573385,2.696073,0.926275,0.531785,0.99371,0.516194,0.0
414,16.58962,11.668728,2.636275,1.110743,0.617902,0.99035,0.340648,0.001089
415,16.826469,11.555172,2.746706,1.059477,0.622486,1.004489,0.502395,1e-06
416,16.814954,11.502203,2.700462,0.914297,0.515094,1.003802,0.425215,3.3e-05
417,16.898661,11.551707,2.693841,0.874013,0.585273,1.008799,0.432928,2.3e-05
418,17.026901,11.620635,2.729701,0.965958,0.573989,1.016454,0.415498,5.1e-05
419,16.890637,11.601644,2.697747,1.057033,0.676537,1.00832,0.473772,3e-06
420,16.720499,11.513448,2.715432,0.952071,0.59338,0.998163,0.413152,5.7e-05
421,16.957765,11.527488,2.694543,0.996687,0.650966,1.012327,0.4031,9e-05
422,16.779534,11.60136,2.671953,1.048964,0.697026,1.001687,0.488145,1e-06
423,16.965893,11.483515,2.702179,1.028264,0.618535,1.012812,0.390308,0.000156
424,17.014526,11.540171,2.792787,0.905174,0.556911,1.015716,0.443578,1.3e-05
425,16.650102,11.599723,2.616219,1.056874,0.618449,0.993961,0.411223,6.2e-05
426,16.759573,11.544564,2.679666,1.00171,0.579059,1.000496,0.430006,2.6e-05
427,16.799829,11.589177,2.682168,1.127841,0.644356,1.002899,0.447443,1.1e-05
428,16.713851,11.538474,2.669179,0.994631,0.664846,0.997766,0.385806,0.000189
429,16.72459,11.532667,2.67184,1.002717,0.565007,0.998407,0.393511,0.000136
430,16.60567,11.519444,2.681993,0.987349,0.645921,0.991308,0.390346,0.000156
431,16.617375,11.532449,2.640776,1.094427,0.653955,0.992007,0.434292,2.1e-05
432,16.724901,11.529473,2.625109,1.098188,0.655562,0.998426,0.412953,5.8e-05
433,16.901329,11.576327,2.699,1.002286,0.68703,1.008958,0.423363,3.6e-05
434,16.811718,11.523211,2.626484,1.012207,0.563162,1.003609,0.424745,3.3e-05
435,16.981944,11.577875,2.750892,0.963285,0.697158,1.013771,0.403498,8.8e-05
436,16.848575,11.576116,2.751797,0.986607,0.642976,1.005809,0.364589,0.000444
437,16.823474,11.487915,2.62861,1.003858,0.594564,1.00431,0.410173,6.6e-05
438,16.746387,11.523754,2.657593,0.997525,0.649778,0.999709,0.419441,4.3e-05
439,16.686207,11.521123,2.736428,1.062905,0.602153,0.996116,0.482588,2e-06
440,17.042219,11.518242,2.754284,1.029125,0.616184,1.017369,0.543609,0.0
441,17.125854,11.636236,2.752257,0.95214,0.636284,1.022362,0.557763,0.0
442,16.463342,11.434617,2.623414,0.870205,0.48239,0.982812,0.422933,3.6e-05
443,17.036245,11.552406,2.711517,1.022367,0.659141,1.017012,0.557311,0.0
444,16.838098,11.542193,2.682134,0.961641,0.655218,1.005183,0.472742,3e-06
445,17.103374,11.501769,2.725731,1.109778,0.696411,1.02102,0.492925,1e-06
446,16.604909,11.439399,2.634652,0.975103,0.597656,0.991263,0.487452,1e-06
447,16.730933,11.532049,2.645104,0.977971,0.5392,0.998786,0.403467,8.8e-05
448,16.993926,11.503149,2.684935,0.937363,0.536347,1.014486,0.404452,8.5e-05
449,16.901222,11.525137,2.684299,1.011727,0.682067,1.008952,0.447055,1.1e-05
450,16.756081,11.572432,2.741804,0.975134,0.585576,1.000287,0.484797,1e-06
451,16.806045,11.558458,2.685515,0.966342,0.643685,1.00327,0.484804,1e-06
452,17.199313,11.566956,2.624507,0.945292,0.564541,1.026747,0.393005,0.000139
453,17.037963,11.608178,2.689014,1.011199,0.573962,1.017115,0.450747,9e-06
454,17.060557,11.512291,2.702056,0.941027,0.567811,1.018464,0.470137,3e-06
455,16.816911,11.497228,2.705026,0.833744,0.550068,1.003919,0.476165,2e-06
456,16.921048,11.483933,2.705668,1.033013,0.570878,1.010135,0.615982,0.0
457,16.77443,11.562792,2.664713,1.070144,0.528354,1.001383,0.512951,0.0
458,16.766496,11.537796,2.727617,0.983156,0.593229,1.000909,0.52831,0.0
459,16.942026,11.647768,2.752844,0.947313,0.539781,1.011388,0.569761,0.0
460,16.850602,11.648167,2.673931,1.129177,0.613728,1.00593,0.539617,0.0
461,16.846123,11.582839,2.715132,1.103688,0.533796,1.005662,0.471069,3e-06
462,17.213204,11.560203,2.688786,1.104928,0.645222,1.027576,0.418355,4.5e-05
463,16.702674,11.586324,2.632129,1.028669,0.600359,0.997099,0.483662,2e-06
464,16.821646,11.51179,2.623339,1.011204,0.562216,1.004201,0.416994,4.8e-05
465,17.296625,11.584976,2.688963,1.090857,0.612662,1.032556,0.426452,3.1e-05
466,16.705012,11.616243,2.728493,1.026457,0.559124,0.997239,0.490539,1e-06
467,16.826988,11.583727,2.6877,0.931783,0.538565,1.00452,0.566933,0.0
468,16.632924,11.538657,2.720077,0.99839,0.588768,0.992935,0.510757,0.0
469,16.367506,11.507264,2.716962,0.983364,0.570184,0.97709,0.585883,0.0
470,16.747816,11.572335,2.764142,0.883873,0.570341,0.999794,0.527092,0.0
471,16.901292,11.496471,2.773359,0.975675,0.605123,1.008956,0.568826,0.0
472,16.703593,11.512942,2.762932,0.985895,0.608139,0.997154,0.477815,2e-06
473,16.777737,11.56679,2.808001,1.006508,0.595061,1.00158,0.47611,2e-06
474,17.210165,11.598034,2.78975,0.993442,0.695427,1.027395,0.536124,0.0
475,16.841449,11.632981,2.759461,0.991571,0.551024,1.005383,0.410286,6.5e-05
476,16.97062,11.599644,2.786775,0.995796,0.567279,1.013095,0.441944,1.5e-05
477,16.860733,11.574462,2.734256,1.049534,0.655083,1.006535,0.465465,4e-06
478,16.953483,11.606476,2.763042,1.043271,0.617355,1.012072,0.522853,0.0
479,16.832347,11.45781,2.66136,0.954393,0.57963,1.00484,0.544075,0.0
480,16.946267,11.494124,2.692882,0.992151,0.574579,1.011641,0.4935,1e-06
481,16.785002,11.563013,2.709874,0.980037,0.628553,1.002014,0.456368,7e-06
482,16.850497,11.56594,2.641072,1.008864,0.57763,1.005924,0.321037,0.002159
483,16.846704,11.539286,2.76605,0.978454,0.531037,1.005697,0.43358,2.2e-05
484,16.921729,11.519224,2.780897,1.02202,0.636302,1.010176,0.521094,0.0
485,17.54249,11.597818,2.678095,1.118587,0.660345,1.047233,0.46974,3e-06
486,16.89849,11.548935,2.706767,1.020375,0.564808,1.008789,0.429606,2.7e-05
487,16.96748,11.621842,2.669371,1.103682,0.559357,1.012907,0.430245,2.6e-05
488,17.542915,11.600445,2.723908,1.034922,0.626071,1.047259,0.476816,2e-06
489,17.060502,11.612638,2.67935,1.047927,0.588262,1.01846,0.382776,0.000214
490,17.059194,11.512807,2.675165,0.995617,0.555043,1.018382,0.421683,3.9e-05
491,16.660603,11.46841,2.649824,1.197956,0.647219,0.994587,0.433131,2.2e-05
492,16.860051,11.567574,2.634103,0.996545,0.604441,1.006494,0.405171,8.2e-05
493,16.883413,11.558296,2.651328,1.003131,0.485203,1.007889,0.4535,8e-06
494,16.945554,11.525139,2.666165,0.933762,0.541916,1.011598,0.472261,3e-06
495,17.095246,11.646031,2.665487,1.002776,0.55901,1.020534,0.497331,1e-06
496,17.126684,11.547896,2.717545,0.888841,0.536107,1.022411,0.506118,0.0
497,16.508175,11.474409,2.661347,0.842763,0.502943,0.985488,0.50108,1e-06
498,17.47844,11.631673,2.725928,1.021301,0.654955,1.04341,0.469629,3e-06
499,16.713617,11.529087,2.736564,0.910606,0.54225,0.997752,0.557668,0.0
500,16.570321,11.498698,2.603104,1.083093,0.533231,0.989198,0.457411,7e-06
501,16.647788,11.639917,2.698532,0.943922,0.569152,0.993822,0.469318,3e-06
502,16.741032,11.568496,2.687204,1.043819,0.628941,0.999389,0.506806,0.0
503,17.008658,11.593242,2.717919,0.969326,0.588372,1.015365,0.505119,0.0
504,17.075745,11.591718,2.692776,0.953462,0.627535,1.01937,0.423792,3.5e-05
505,16.555437,11.487756,2.688008,0.968568,0.61342,0.988309,0.485242,1e-06
506,16.675611,11.599914,2.742126,0.889177,0.578897,0.995483,0.541557,0.0
507,16.768294,11.585157,2.626965,1.029819,0.564979,1.001016,0.37483,0.000296
508,16.790859,11.59223,2.625273,0.944087,0.527651,1.002363,0.459994,6e-06
509,17.042734,11.592163,2.673996,1.000842,0.501095,1.0174,0.462195,5e-06
510,17.07598,11.474944,2.708933,0.890492,0.541527,1.019384,0.486435,1e-06
511,16.756585,11.535249,2.633272,1.076149,0.624754,1.000317,0.41691,4.8e-05
512,16.89866,11.473217,2.737397,0.992311,0.555405,1.008799,0.450603,9e-06
513,16.64209,11.551422,2.665298,0.955067,0.512033,0.993482,0.496311,1e-06
514,16.729271,11.532573,2.737794,1.082278,0.594345,0.998687,0.532929,0.0
515,17.031642,11.578414,2.696015,1.041012,0.656933,1.016737,0.494017,1e-06
516,16.824155,11.562003,2.772785,0.934259,0.571698,1.004351,0.507255,0.0
517,16.702932,11.637858,2.707274,1.000593,0.499661,0.997114,0.494846,1e-06
518,17.102837,11.589666,2.717273,1.130962,0.541028,1.020988,0.540309,0.0
519,16.699545,11.646042,2.756264,1.032815,0.506861,0.996912,0.565065,0.0
520,17.047713,11.545325,2.733796,0.95882,0.587035,1.017697,0.505322,0.0
521,17.323955,11.601337,2.675263,1.058741,0.541002,1.034188,0.306362,0.003501
522,16.54221,11.461232,2.711414,1.053628,0.469759,0.98752,0.397127,0.000117
523,16.778269,11.549673,2.747936,1.209783,0.696872,1.001612,0.554608,0.0
524,17.102414,11.630974,2.892501,1.10636,0.661659,1.020962,0.487624,1e-06
525,16.771863,11.543672,2.829611,1.060416,0.585328,1.001229,0.349559,0.000786
526,17.060251,11.650985,2.829729,1.122715,0.662079,1.018445,0.477829,2e-06
527,17.293171,11.664535,2.758103,1.21643,0.642923,1.03235,0.537252,0.0
528,16.959887,11.620759,2.799946,1.166203,0.668013,1.012454,0.600738,0.0
529,16.712708,11.676312,2.756468,0.944852,0.531752,0.997698,0.522102,0.0
530,17.243257,11.635088,2.814436,0.990722,0.560987,1.02937,0.526881,0.0
531,17.168052,11.557049,2.816188,0.938381,0.584971,1.024881,0.485814,1e-06
532,16.707998,11.616606,2.789165,0.972046,0.613222,0.997417,0.478723,2e-06
533,17.07941,11.644238,2.871393,1.071655,0.722249,1.019589,0.59966,0.0
534,16.708802,11.620925,2.733309,1.146835,0.620632,0.997465,0.521685,0.0
535,16.704305,11.652259,2.743962,1.134017,0.657725,0.997196,0.507415,0.0
536,17.069433,11.657696,2.831211,0.975334,0.668956,1.018993,0.506334,0.0
537,16.731662,11.545292,2.679135,1.036906,0.47945,0.998829,0.49498,1e-06
538,16.947455,11.627404,2.83963,0.960039,0.581487,1.011712,0.484505,2e-06
539,16.658193,11.557947,2.810241,1.01129,0.589993,0.994444,0.546337,0.0
540,16.832598,11.585756,2.736054,1.055123,0.563514,1.004855,0.589826,0.0
541,17.166697,11.567731,2.900573,0.96095,0.534509,1.0248,0.378973,0.00025
542,17.165361,11.672961,2.790996,0.982961,0.583859,1.02472,0.502685,1e-06
543,17.14969,11.624562,2.861623,1.052315,0.608764,1.023785,0.499041,1e-06
544,17.333235,11.566262,2.779468,1.106051,0.584671,1.034742,0.655571,0.0
545,16.479028,11.624121,2.670336,1.05957,0.481788,0.983748,0.50828,0.0
546,16.890636,11.632859,2.840345,1.002559,0.604928,1.00832,0.589976,0.0
547,16.865397,11.578827,2.849635,0.943084,0.571319,1.006813,0.560663,0.0
548,16.777567,11.607141,2.714427,1.162142,0.526517,1.00157,0.522555,0.0
549,16.873537,11.665212,2.794635,1.14003,0.69892,1.007299,0.543263,0.0
550,17.016612,11.672856,2.805537,1.081379,0.622062,1.01584,0.564116,0.0
551,17.068117,11.573358,2.676396,1.015081,0.543734,1.018915,0.425554,3.2e-05
552,17.025326,11.526871,2.688082,1.055404,0.565508,1.01636,0.543901,0.0
553,16.765596,11.53435,2.699672,0.984953,0.556696,1.000855,0.474451,3e-06
554,17.096111,11.609592,2.62346,0.98399,0.605888,1.020586,0.274262,0.009299
555,16.794248,11.639685,2.635858,1.082378,0.600598,1.002566,0.406577,7.7e-05
556,17.221415,11.649333,2.732888,1.080709,0.622705,1.028066,0.557781,0.0
557,16.566901,11.525207,2.683836,1.067129,0.618537,0.988994,0.509457,0.0
558,17.19937,11.572503,2.714569,1.030891,0.575272,1.02675,0.498473,1e-06
559,17.113767,11.587156,2.651984,0.934105,0.561764,1.02164,0.443163,1.4e-05
560,16.883147,11.597852,2.673279,0.995778,0.575026,1.007873,0.392248,0.000144
561,16.877791,11.568723,2.70025,1.063129,0.628367,1.007553,0.443128,1.4e-05
562,17.088432,11.629769,2.692144,0.908481,0.609169,1.020128,0.408629,7e-05
563,16.99036,11.579409,2.712858,0.961203,0.551165,1.014273,0.453897,8e-06
564,16.872953,11.516145,2.708744,1.154435,0.639889,1.007264,0.491497,1e-06
565,16.725852,11.581049,2.714229,1.014418,0.616442,0.998483,0.428421,2.8e-05
566,16.650644,11.580001,2.745313,0.988257,0.583241,0.993993,0.393686,0.000135
567,16.643882,11.601765,2.720545,0.932573,0.529509,0.993589,0.406369,7.8e-05
568,16.787407,11.62968,2.690792,0.98793,0.566106,1.002157,0.449677,1e-05
569,17.119026,11.597078,2.720477,1.115751,0.659298,1.021954,0.561664,0.0
570,16.699478,11.573997,2.739369,0.972382,0.652973,0.996908,0.419296,4.3e-05
571,16.475646,11.502006,2.541225,1.02975,0.511071,0.983546,0.330287,0.001572
572,16.752795,11.514624,2.65721,0.986812,0.507334,1.000091,0.523865,0.0
573,16.665925,11.565116,2.666425,1.016545,0.482861,0.994905,0.524801,0.0
574,16.796349,11.491339,2.663197,1.006275,0.576088,1.002691,0.417487,4.7e-05
575,17.090566,11.465204,2.669248,0.976238,0.509731,1.020255,0.496212,1e-06
576,16.849292,11.525719,2.667951,1.069962,0.613046,1.005852,0.42064,4.1e-05
577,16.741957,11.482641,2.711467,0.955629,0.545447,0.999444,0.433947,2.2e-05
578,17.058262,11.470592,2.70842,0.941554,0.468022,1.018327,0.457048,7e-06
579,17.190808,11.556102,2.640241,0.982988,0.542911,1.026239,0.43319,2.2e-05
580,17.15246,11.605676,2.730628,1.017305,0.562282,1.02395,0.527589,0.0
581,16.688305,11.558151,2.731738,1.051259,0.59989,0.996241,0.542542,0.0
582,16.80929,11.530252,2.66716,0.995185,0.519972,1.003464,0.492403,1e-06
583,16.790922,11.588173,2.671727,1.026953,0.524556,1.002367,0.430198,2.6e-05
584,16.519748,11.553166,2.667779,0.898483,0.523176,0.986179,0.378679,0.000253
585,17.077097,11.53836,2.693908,1.126733,0.604604,1.019451,0.400794,9.9e-05
586,16.451969,11.490233,2.665242,0.92845,0.583941,0.982133,0.468247,4e-06
587,16.818158,11.532019,2.726746,0.965648,0.534497,1.003993,0.389714,0.00016
588,16.73776,11.457684,2.715564,1.086816,0.569594,0.999194,0.445404,1.2e-05
589,16.470944,11.459702,2.712208,1.017489,0.550172,0.983265,0.386728,0.000181
590,16.815029,11.555075,2.604096,1.037457,0.578107,1.003806,0.348463,0.000818
591,16.554569,11.592833,2.714823,1.001486,0.55205,0.988258,0.445704,1.2e-05
592,16.481937,11.534756,2.65391,0.962632,0.522588,0.983922,0.461631,5e-06
593,17.125673,11.661433,2.763048,1.032121,0.603142,1.022351,0.58671,0.0
594,16.707267,11.550865,2.66587,0.996462,0.645237,0.997373,0.387937,0.000172
595,16.857614,11.586614,2.753063,1.092844,0.643208,1.006348,0.45274,8e-06
596,17.210755,11.476893,2.6839,1.066232,0.546303,1.02743,0.474392,3e-06
597,16.888316,11.537684,2.713616,1.135806,0.616447,1.008181,0.492908,1e-06
598,16.593788,11.508195,2.647831,0.986771,0.528595,0.990599,0.506125,0.0
599,16.751428,11.514112,2.61337,1.06035,0.647497,1.000009,0.431648,2.4e-05
600,16.891254,11.551043,2.695428,0.994523,0.568694,1.008357,0.439907,1.6e-05
601,16.513333,11.553575,2.753147,1.046129,0.606319,0.985796,0.541312,0.0
602,16.726256,11.604941,2.719605,1.000195,0.585964,0.998507,0.353503,0.000678
603,16.631721,11.508423,2.681613,1.029804,0.555337,0.992863,0.304003,0.003776
604,17.157515,11.654363,2.691114,1.02217,0.585685,1.024252,0.426747,3e-05
605,16.760432,11.631632,2.743756,1.130828,0.618544,1.000547,0.476576,2e-06
606,17.086982,11.566051,2.632963,0.968918,0.610921,1.020041,0.311313,0.002982
607,16.946652,11.559347,2.721863,0.962077,0.573545,1.011664,0.500257,1e-06
608,17.133411,11.705324,2.727637,1.020831,0.52444,1.022813,0.360361,0.000523
609,17.043321,11.563873,2.705556,0.889519,0.497757,1.017435,0.386518,0.000183
610,16.735787,11.648026,2.727472,0.947591,0.498324,0.999076,0.361109,0.000508
611,16.739724,11.615623,2.706979,0.988368,0.5489,0.999311,0.374095,0.000305
612,16.992026,11.625808,2.733384,1.026455,0.60276,1.014372,0.361482,0.000501
613,17.068782,11.664032,2.785338,0.913517,0.475766,1.018955,0.357221,0.000589
614,16.887347,11.628741,2.726173,0.992692,0.577035,1.008123,0.511215,0.0
615,16.802556,11.525383,2.646431,1.013249,0.669902,1.003062,0.361501,0.0005
616,16.900402,11.586191,2.70119,0.964226,0.59657,1.008903,0.48471,1e-06
617,16.680994,11.591066,2.641529,1.046098,0.61249,0.995805,0.339859,0.00112
618,16.841281,11.603862,2.620436,0.930115,0.565367,1.005373,0.241281,0.022737
619,16.928174,11.574788,2.609948,0.95334,0.644814,1.010561,0.243773,0.021331
620,16.920833,11.558223,2.68175,0.969965,0.583338,1.010122,0.415955,5e-05
621,16.842741,11.553804,2.70948,1.020639,0.640513,1.005461,0.385474,0.000191
622,16.728828,11.601795,2.707926,0.989799,0.612988,0.99866,0.483653,2e-06
623,16.804211,11.561765,2.682207,0.92632,0.590748,1.00316,0.306241,0.003515
624,16.887206,11.66836,2.702085,1.017706,0.585674,1.008115,0.47703,2e-06
625,16.894008,11.604646,2.745076,0.908553,0.535102,1.008521,0.44152,1.5e-05
626,16.561462,11.612794,2.650484,0.923372,0.500842,0.988669,0.434452,2.1e-05
627,16.619446,11.574613,2.672444,1.006404,0.595841,0.992131,0.493507,1e-06
628,16.823292,11.646697,2.756388,0.908303,0.585607,1.0043,0.448044,1.1e-05
629,16.720071,11.623599,2.643884,0.898328,0.517447,0.998138,0.499959,1e-06
630,17.007582,11.709002,2.726215,1.078949,0.534452,1.015301,0.460691,6e-06
631,16.757947,11.553753,2.709192,1.004119,0.651187,1.000399,0.443923,1.3e-05
632,16.954802,11.567147,2.724058,0.963074,0.557025,1.01215,0.402388,9.3e-05
633,16.806556,11.510045,2.692376,0.935658,0.518854,1.0033,0.422376,3.7e-05
634,17.298345,11.56846,2.618876,1.020283,0.549471,1.032659,0.432669,2.3e-05
635,17.214514,11.59637,2.696585,0.961252,0.565192,1.027654,0.49189,1e-06
636,17.274225,11.486782,2.537357,1.173701,0.579587,1.031219,0.428115,2.9e-05
637,17.044365,11.638081,2.596918,1.000543,0.552518,1.017497,0.392521,0.000142
638,17.229505,11.57486,2.635454,1.045512,0.635516,1.028549,0.422194,3.8e-05
639,16.822879,11.553021,2.641616,1.121745,0.573421,1.004275,0.462921,5e-06
640,16.804741,11.638642,2.59677,1.105141,0.56121,1.003192,0.402319,9.3e-05
641,17.177277,11.666713,2.675178,1.163971,0.62386,1.025431,0.516053,0.0
642,16.746752,11.507285,2.706612,0.900043,0.556161,0.99973,0.43324,2.2e-05
643,16.881436,11.620777,2.724622,1.067232,0.593398,1.007771,0.354448,0.000655
644,16.960184,11.50623,2.689953,0.988184,0.623152,1.012472,0.461693,5e-06
645,17.392316,11.586427,2.713801,1.276706,0.807699,1.038269,0.445312,1.2e-05
646,16.779439,11.561565,2.746936,1.17825,0.608214,1.001682,0.437052,1.8e-05
647,16.480745,11.566576,2.692028,1.162672,0.57982,0.983851,0.496149,1e-06
648,16.725459,11.57313,2.713687,1.084847,0.571013,0.998459,0.447345,1.1e-05
649,16.551089,11.538893,2.695551,0.969867,0.572214,0.98805,0.480609,2e-06
650,16.544109,11.493598,2.695619,1.132102,0.691439,0.987633,0.488914,1e-06
651,17.020877,11.576256,2.703382,1.147838,0.595283,1.016095,0.535165,0.0
652,16.420741,11.465176,2.679594,1.075226,0.571429,0.980268,0.440736,1.5e-05
653,16.699694,11.509798,2.652574,0.961295,0.609294,0.996921,0.427433,2.9e-05
