Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	17.44799		|			0
720	|	17.90132		|	11.64984	(+/-3.09106)	|	1.46137	(+/-0.80889)	|	1.02598		|	0.52582	(0.0)
721	|	17.8532		|	11.64819	(+/-3.1322)	|	1.52484	(+/-0.89517)	|	1.02322		|	0.49007	(0.0)
722	|	17.39914		|	11.65708	(+/-3.11245)	|	1.48927	(+/-0.87941)	|	0.9972		|	0.55673	(0.0)
723	|	17.69157		|	11.70096	(+/-3.0889)	|	1.51656	(+/-0.8639)	|	1.01396		|	0.4617	(1e-05)
724	|	17.80116		|	11.74094	(+/-3.10739)	|	1.49579	(+/-0.87743)	|	1.02024		|	0.47323	(0.0)
725	|	17.65808		|	11.60101	(+/-3.1013)	|	1.44957	(+/-0.8258)	|	1.01204		|	0.44866	(1e-05)
726	|	17.67548		|	11.63696	(+/-3.11031)	|	1.3798	(+/-0.84379)	|	1.01304		|	0.41425	(5e-05)
727	|	18.1285		|	11.75471	(+/-3.18955)	|	1.54382	(+/-0.89354)	|	1.039		|	0.4525	(1e-05)
728	|	17.88033		|	11.71914	(+/-3.09899)	|	1.43579	(+/-0.89126)	|	1.02478		|	0.44807	(1e-05)
729	|	17.41235		|	11.63941	(+/-3.09958)	|	1.46688	(+/-0.83766)	|	0.99796		|	0.46238	(1e-05)
730	|	17.41833		|	11.66403	(+/-3.084)	|	1.49367	(+/-0.79739)	|	0.9983		|	0.43667	(2e-05)
731	|	17.63717		|	11.7127	(+/-3.16541)	|	1.41935	(+/-0.89874)	|	1.01084		|	0.41073	(6e-05)
732	|	18.06161		|	11.74044	(+/-3.11798)	|	1.51893	(+/-0.8684)	|	1.03517		|	0.45215	(1e-05)
733	|	18.58573		|	11.70717	(+/-3.18649)	|	1.50285	(+/-0.91054)	|	1.06521		|	0.48209	(0.0)
734	|	18.15929		|	11.7026	(+/-3.10995)	|	1.51927	(+/-0.93399)	|	1.04077		|	0.46855	(0.0)
735	|	17.09063		|	11.68812	(+/-3.06325)	|	1.53277	(+/-0.97166)	|	0.97952		|	0.36368	(0.00046)
736	|	17.04626		|	11.72103	(+/-3.08885)	|	1.53503	(+/-0.93712)	|	0.97698		|	0.41089	(6e-05)
737	|	17.42894		|	11.70132	(+/-3.11591)	|	1.57017	(+/-0.97851)	|	0.99891		|	0.41343	(6e-05)
738	|	17.99517		|	11.81191	(+/-3.14813)	|	1.55298	(+/-0.93579)	|	1.03136		|	0.41616	(5e-05)
739	|	17.85449		|	11.69283	(+/-3.18642)	|	1.4526	(+/-0.89204)	|	1.0233		|	0.45878	(1e-05)
740	|	17.55861		|	11.73271	(+/-3.13983)	|	1.57965	(+/-0.94286)	|	1.00634		|	0.46226	(1e-05)
741	|	17.76721		|	11.77292	(+/-3.12884)	|	1.6229	(+/-1.0076)	|	1.0183		|	0.46605	(0.0)
742	|	17.69843		|	11.66426	(+/-3.136)	|	1.46431	(+/-0.92644)	|	1.01435		|	0.44859	(1e-05)
743	|	18.67951		|	11.83111	(+/-3.24119)	|	1.61945	(+/-0.90579)	|	1.07058		|	0.53074	(0.0)
744	|	18.37889		|	11.73098	(+/-3.17825)	|	1.58705	(+/-0.91359)	|	1.05335		|	0.47498	(0.0)
745	|	18.26286		|	11.63426	(+/-3.1749)	|	1.62717	(+/-0.98066)	|	1.0467		|	0.46538	(0.0)
746	|	18.04331		|	11.70631	(+/-3.1429)	|	1.5055	(+/-0.95365)	|	1.03412		|	0.42162	(4e-05)
747	|	17.56351		|	11.69721	(+/-3.17405)	|	1.56404	(+/-0.9441)	|	1.00662		|	0.53494	(0.0)
748	|	17.46258		|	11.72735	(+/-3.08889)	|	1.75951	(+/-1.07123)	|	1.00084		|	0.40492	(8e-05)
749	|	18.05162		|	11.68523	(+/-3.18792)	|	1.49017	(+/-0.90803)	|	1.0346		|	0.48428	(0.0)
750	|	17.97186		|	11.85782	(+/-3.10468)	|	1.65516	(+/-0.99439)	|	1.03002		|	0.39705	(0.00012)
751	|	17.63865		|	11.67428	(+/-3.05505)	|	1.71877	(+/-0.99404)	|	1.01093		|	0.48894	(0.0)
752	|	17.14125		|	11.68871	(+/-3.09078)	|	1.60788	(+/-1.02026)	|	0.98242		|	0.44981	(1e-05)
753	|	17.19849		|	11.78314	(+/-3.14208)	|	1.74194	(+/-1.00249)	|	0.9857		|	0.48216	(0.0)
754	|	17.06705		|	11.75838	(+/-3.10424)	|	1.68088	(+/-0.92413)	|	0.97817		|	0.49024	(0.0)
755	|	17.9786		|	11.69022	(+/-3.16041)	|	1.59831	(+/-0.91638)	|	1.03041		|	0.46109	(1e-05)
756	|	18.56604		|	11.77334	(+/-3.1325)	|	1.62924	(+/-0.87103)	|	1.06408		|	0.46696	(0.0)
757	|	17.51316		|	11.69712	(+/-3.1663)	|	1.59312	(+/-0.95981)	|	1.00374		|	0.52264	(0.0)
758	|	17.81241		|	11.68704	(+/-3.16463)	|	1.57979	(+/-1.03484)	|	1.02089		|	0.53154	(0.0)
759	|	17.36096		|	11.71728	(+/-3.19645)	|	1.51906	(+/-1.06329)	|	0.99501		|	0.54473	(0.0)
760	|	17.63661		|	11.74409	(+/-3.19385)	|	1.53299	(+/-1.02907)	|	1.01081		|	0.50326	(0.0)
761	|	18.20081		|	11.66942	(+/-3.14965)	|	1.62833	(+/-1.09437)	|	1.04315		|	0.48194	(0.0)
762	|	17.59814		|	11.66172	(+/-3.2163)	|	1.48202	(+/-1.02828)	|	1.00861		|	0.53607	(0.0)
763	|	17.3674		|	11.63958	(+/-3.13309)	|	1.64265	(+/-0.96879)	|	0.99538		|	0.5556	(0.0)
764	|	17.48397		|	11.8208	(+/-3.17561)	|	1.65109	(+/-1.049)	|	1.00206		|	0.49097	(0.0)
765	|	17.54565		|	11.75051	(+/-3.15427)	|	1.47858	(+/-0.9144)	|	1.0056		|	0.47705	(0.0)
766	|	17.61896		|	11.69608	(+/-3.13418)	|	1.38084	(+/-0.88546)	|	1.0098		|	0.42479	(3e-05)
767	|	18.0844		|	11.69472	(+/-3.14998)	|	1.51332	(+/-0.98013)	|	1.03647		|	0.44823	(1e-05)
768	|	17.42382		|	11.64446	(+/-3.11595)	|	1.53377	(+/-1.02345)	|	0.99861		|	0.48667	(0.0)
769	|	17.88525		|	11.66557	(+/-3.17861)	|	1.55326	(+/-1.00752)	|	1.02506		|	0.49516	(0.0)
770	|	17.9995		|	11.78293	(+/-3.18732)	|	1.5955	(+/-1.07333)	|	1.03161		|	0.53726	(0.0)
771	|	17.90909		|	11.67049	(+/-3.23618)	|	1.51639	(+/-1.10098)	|	1.02643		|	0.54252	(0.0)
772	|	18.00723		|	11.71633	(+/-3.23145)	|	1.47568	(+/-1.04449)	|	1.03205		|	0.5027	(0.0)
773	|	18.51651		|	11.80609	(+/-3.19357)	|	1.57596	(+/-1.13625)	|	1.06124		|	0.51368	(0.0)
774	|	17.84293		|	11.77149	(+/-3.16761)	|	1.62522	(+/-1.08518)	|	1.02264		|	0.46125	(1e-05)
775	|	17.65744		|	11.71728	(+/-3.18404)	|	1.60619	(+/-1.10161)	|	1.012		|	0.50373	(0.0)
776	|	17.75468		|	11.70841	(+/-3.11966)	|	1.67402	(+/-1.11067)	|	1.01758		|	0.49872	(0.0)
777	|	17.79001		|	11.67709	(+/-3.16906)	|	1.64057	(+/-1.13033)	|	1.0196		|	0.54976	(0.0)
778	|	18.12571		|	11.79115	(+/-3.21441)	|	1.67422	(+/-1.20542)	|	1.03884		|	0.496	(0.0)
779	|	18.42013		|	11.73787	(+/-3.1676)	|	1.64126	(+/-1.12837)	|	1.05572		|	0.49339	(0.0)
780	|	18.2491		|	11.70087	(+/-3.19294)	|	1.60153	(+/-1.08572)	|	1.04591		|	0.51125	(0.0)
781	|	18.81697		|	11.76525	(+/-3.22391)	|	1.67307	(+/-1.05121)	|	1.07846		|	0.47845	(0.0)
782	|	18.10916		|	11.70784	(+/-3.16728)	|	1.64945	(+/-1.16087)	|	1.03789		|	0.52614	(0.0)
783	|	18.08764		|	11.77646	(+/-3.16352)	|	1.71265	(+/-1.18466)	|	1.03666		|	0.48604	(0.0)
784	|	17.65762		|	11.69269	(+/-3.1149)	|	1.67827	(+/-1.14878)	|	1.01201		|	0.54047	(0.0)
785	|	18.37948		|	11.71258	(+/-3.17783)	|	1.59252	(+/-1.16321)	|	1.05339		|	0.51302	(0.0)
786	|	18.23442		|	11.74035	(+/-3.18119)	|	1.53806	(+/-1.17268)	|	1.04507		|	0.5418	(0.0)
787	|	17.95652		|	11.65969	(+/-3.13768)	|	1.59686	(+/-1.07654)	|	1.02915		|	0.50141	(0.0)
788	|	18.34569		|	11.75477	(+/-3.18155)	|	1.49745	(+/-1.0089)	|	1.05145		|	0.48995	(0.0)
789	|	18.12881		|	11.70756	(+/-3.15516)	|	1.50913	(+/-1.0433)	|	1.03902		|	0.51574	(0.0)
790	|	17.59903		|	11.62956	(+/-3.16448)	|	1.53466	(+/-1.04283)	|	1.00866		|	0.48409	(0.0)
791	|	18.66127		|	11.70955	(+/-3.16272)	|	1.32212	(+/-0.91844)	|	1.06954		|	0.44983	(1e-05)
792	|	18.74531		|	11.70142	(+/-3.16366)	|	1.36639	(+/-0.85307)	|	1.07435		|	0.40529	(8e-05)
793	|	18.39502		|	11.68259	(+/-3.17053)	|	1.29814	(+/-0.91877)	|	1.05428		|	0.42796	(3e-05)
794	|	18.08476		|	11.64531	(+/-3.12629)	|	1.34253	(+/-0.98152)	|	1.0365		|	0.44662	(1e-05)
795	|	18.33114		|	11.69339	(+/-3.20548)	|	1.43319	(+/-0.99621)	|	1.05062		|	0.48974	(0.0)
796	|	18.22404		|	11.64674	(+/-3.16742)	|	1.40144	(+/-1.03821)	|	1.04448		|	0.55009	(0.0)
797	|	18.31993		|	11.70247	(+/-3.16625)	|	1.34507	(+/-0.92814)	|	1.04997		|	0.50966	(0.0)
798	|	18.07599		|	11.59904	(+/-3.11076)	|	1.46997	(+/-1.04471)	|	1.03599		|	0.5134	(0.0)
799	|	17.88465		|	11.64108	(+/-3.08149)	|	1.34929	(+/-0.96303)	|	1.02503		|	0.4601	(1e-05)
800	|	18.13338		|	11.66781	(+/-3.06798)	|	1.5882	(+/-1.07993)	|	1.03928		|	0.41309	(6e-05)
801	|	18.00771		|	11.7518	(+/-3.0693)	|	1.5509	(+/-0.95258)	|	1.03208		|	0.35996	(0.00053)
802	|	18.03497		|	11.67795	(+/-3.09045)	|	1.53157	(+/-1.03953)	|	1.03364		|	0.43867	(2e-05)
803	|	18.53493		|	11.75224	(+/-3.11293)	|	1.42474	(+/-0.95898)	|	1.0623		|	0.42052	(4e-05)
804	|	17.72219		|	11.59018	(+/-3.06272)	|	1.31783	(+/-0.91514)	|	1.01572		|	0.4002	(0.0001)
805	|	18.1992		|	11.60794	(+/-3.10887)	|	1.37082	(+/-0.9064)	|	1.04305		|	0.47249	(0.0)
806	|	17.96506		|	11.6785	(+/-3.10044)	|	1.57625	(+/-0.90048)	|	1.02963		|	0.36855	(0.00038)
807	|	17.75375		|	11.65141	(+/-3.05097)	|	1.40342	(+/-0.95578)	|	1.01752		|	0.41273	(6e-05)
808	|	18.27127		|	11.71938	(+/-3.11281)	|	1.6128	(+/-1.13288)	|	1.04719		|	0.48686	(0.0)
809	|	17.42625		|	11.62924	(+/-3.11504)	|	1.50259	(+/-0.88407)	|	0.99875		|	0.4134	(6e-05)
810	|	18.47338		|	11.70764	(+/-3.19086)	|	1.586	(+/-0.98566)	|	1.05877		|	0.47909	(0.0)
811	|	18.13251		|	11.78068	(+/-3.12661)	|	1.54457	(+/-1.03468)	|	1.03923		|	0.42514	(3e-05)
812	|	18.80361		|	11.69714	(+/-3.12424)	|	1.51964	(+/-0.98691)	|	1.07769		|	0.3663	(0.00042)
813	|	18.15803		|	11.75508	(+/-3.08473)	|	1.60669	(+/-1.09367)	|	1.04069		|	0.36265	(0.00048)
814	|	17.97848		|	11.70348	(+/-3.09902)	|	1.50346	(+/-0.9916)	|	1.0304		|	0.36661	(0.00041)
815	|	17.68054		|	11.72119	(+/-3.07535)	|	1.47009	(+/-0.992)	|	1.01333		|	0.41397	(6e-05)
816	|	17.44005		|	11.68745	(+/-3.02309)	|	1.56196	(+/-0.95485)	|	0.99954		|	0.33056	(0.00156)
817	|	17.49209		|	11.69187	(+/-3.03923)	|	1.57389	(+/-1.01207)	|	1.00253		|	0.32103	(0.00216)
818	|	17.93443		|	11.73131	(+/-3.0722)	|	1.62655	(+/-1.04541)	|	1.02788		|	0.46418	(0.0)
819	|	17.40292		|	11.65918	(+/-3.05779)	|	1.48688	(+/-0.92762)	|	0.99742		|	0.37994	(0.00024)
820	|	17.52606		|	11.70327	(+/-3.09165)	|	1.55147	(+/-1.03112)	|	1.00447		|	0.45025	(1e-05)
821	|	17.83383		|	11.77305	(+/-3.08972)	|	1.56774	(+/-1.04962)	|	1.02211		|	0.38185	(0.00022)
822	|	18.2926		|	11.75796	(+/-3.12403)	|	1.66221	(+/-1.05441)	|	1.04841		|	0.42618	(3e-05)
823	|	17.70835		|	11.63367	(+/-3.07851)	|	1.44604	(+/-1.02786)	|	1.01492		|	0.3244	(0.00193)
824	|	17.75742		|	11.65526	(+/-3.0705)	|	1.52921	(+/-0.98844)	|	1.01773		|	0.37341	(0.00031)
825	|	17.60878		|	11.68316	(+/-3.06777)	|	1.55111	(+/-0.99717)	|	1.00922		|	0.38227	(0.00022)
826	|	18.34501		|	11.72801	(+/-3.13864)	|	1.59659	(+/-1.0559)	|	1.05141		|	0.42367	(4e-05)
827	|	17.76915		|	11.66059	(+/-3.0821)	|	1.51226	(+/-1.02482)	|	1.01841		|	0.37155	(0.00034)
828	|	17.93342		|	11.64596	(+/-3.07647)	|	1.35358	(+/-0.86565)	|	1.02782		|	0.39701	(0.00012)
829	|	18.28834		|	11.72544	(+/-3.12199)	|	1.43178	(+/-0.96845)	|	1.04816		|	0.46728	(0.0)
830	|	17.65592		|	11.73129	(+/-3.0937)	|	1.54728	(+/-1.02236)	|	1.01192		|	0.40198	(9e-05)
831	|	17.797		|	11.64769	(+/-3.08197)	|	1.55224	(+/-1.09948)	|	1.02		|	0.44638	(1e-05)
832	|	17.75794		|	11.71996	(+/-3.05193)	|	1.5752	(+/-1.11343)	|	1.01776		|	0.42402	(3e-05)
833	|	17.72444		|	11.70372	(+/-3.1323)	|	1.40747	(+/-0.97619)	|	1.01584		|	0.40537	(8e-05)
834	|	18.15492		|	11.7327	(+/-3.12011)	|	1.49952	(+/-0.95914)	|	1.04052		|	0.37456	(0.0003)
835	|	18.13769		|	11.75154	(+/-3.19483)	|	1.44111	(+/-0.97844)	|	1.03953		|	0.41528	(5e-05)
836	|	18.11484		|	11.64178	(+/-3.12629)	|	1.39343	(+/-0.97349)	|	1.03822		|	0.4208	(4e-05)
837	|	18.12143		|	11.77954	(+/-3.09231)	|	1.34983	(+/-0.91677)	|	1.0386		|	0.42766	(3e-05)
838	|	17.60523		|	11.70392	(+/-3.06514)	|	1.41719	(+/-1.02195)	|	1.00901		|	0.40168	(0.0001)
839	|	17.55197		|	11.74077	(+/-3.11276)	|	1.49935	(+/-0.95837)	|	1.00596		|	0.42933	(3e-05)
840	|	17.65361		|	11.64623	(+/-3.0446)	|	1.43239	(+/-0.9805)	|	1.01178		|	0.3677	(0.00039)
841	|	17.69144		|	11.64003	(+/-3.07091)	|	1.42983	(+/-1.01691)	|	1.01395		|	0.40348	(9e-05)
842	|	18.13404		|	11.67904	(+/-3.10688)	|	1.46455	(+/-1.03179)	|	1.03932		|	0.44265	(1e-05)
843	|	18.09774		|	11.64869	(+/-3.11923)	|	1.32251	(+/-0.86175)	|	1.03724		|	0.39016	(0.00016)
844	|	18.3735		|	11.61603	(+/-3.15718)	|	1.37019	(+/-0.84811)	|	1.05304		|	0.47144	(0.0)
845	|	18.20965		|	11.70653	(+/-3.18913)	|	1.45063	(+/-0.9)	|	1.04365		|	0.53487	(0.0)
846	|	18.60398		|	11.68069	(+/-3.15576)	|	1.30481	(+/-0.84471)	|	1.06625		|	0.51127	(0.0)
847	|	18.22091		|	11.6627	(+/-3.15376)	|	1.35119	(+/-0.84952)	|	1.0443		|	0.49022	(0.0)
848	|	18.3394		|	11.69817	(+/-3.12977)	|	1.42275	(+/-0.89413)	|	1.05109		|	0.5012	(0.0)
849	|	18.35556		|	11.77597	(+/-3.15425)	|	1.48778	(+/-0.94111)	|	1.05202		|	0.47932	(0.0)
850	|	18.03752		|	11.70721	(+/-3.08891)	|	1.39666	(+/-1.01195)	|	1.03379		|	0.40816	(7e-05)
851	|	18.28942		|	11.76954	(+/-3.14142)	|	1.4985	(+/-1.07)	|	1.04823		|	0.45377	(1e-05)
852	|	18.29227		|	11.75352	(+/-3.15263)	|	1.45027	(+/-1.01921)	|	1.04839		|	0.46814	(0.0)
853	|	17.61806		|	11.74659	(+/-3.08171)	|	1.40637	(+/-0.99778)	|	1.00975		|	0.38173	(0.00022)
854	|	17.73607		|	11.66043	(+/-3.08894)	|	1.39319	(+/-1.04931)	|	1.01651		|	0.49834	(0.0)
855	|	17.40253		|	11.72646	(+/-3.09267)	|	1.4927	(+/-1.0259)	|	0.99739		|	0.44174	(1e-05)
856	|	17.47444		|	11.76331	(+/-3.02311)	|	1.63801	(+/-0.99951)	|	1.00152		|	0.42355	(4e-05)
857	|	17.54691		|	11.83095	(+/-3.08503)	|	1.71159	(+/-0.95225)	|	1.00567		|	0.40055	(0.0001)
858	|	17.63749		|	11.7567	(+/-3.1111)	|	1.50774	(+/-1.03868)	|	1.01086		|	0.41026	(7e-05)
859	|	17.74643		|	11.71393	(+/-3.08054)	|	1.45635	(+/-1.02956)	|	1.0171		|	0.42131	(4e-05)
860	|	17.71687		|	11.61735	(+/-3.08096)	|	1.46649	(+/-1.03936)	|	1.01541		|	0.43414	(2e-05)
861	|	17.84913		|	11.65226	(+/-3.09252)	|	1.3943	(+/-1.00634)	|	1.02299		|	0.45456	(1e-05)
862	|	18.00706		|	11.67144	(+/-3.09261)	|	1.48449	(+/-1.0903)	|	1.03204		|	0.45437	(1e-05)
863	|	17.61067		|	11.70525	(+/-3.04725)	|	1.53146	(+/-1.07529)	|	1.00932		|	0.39821	(0.00011)
864	|	17.46457		|	11.68277	(+/-3.10147)	|	1.51788	(+/-1.06163)	|	1.00095		|	0.48965	(0.0)
865	|	17.63574		|	11.70473	(+/-3.10291)	|	1.36969	(+/-0.948)	|	1.01076		|	0.38778	(0.00017)
866	|	18.3036		|	11.74599	(+/-3.14039)	|	1.5597	(+/-1.09693)	|	1.04904		|	0.33544	(0.00131)
867	|	17.49434		|	11.61603	(+/-3.05487)	|	1.35745	(+/-1.01606)	|	1.00266		|	0.38363	(0.00021)
868	|	17.76462		|	11.70567	(+/-3.05497)	|	1.37142	(+/-0.98352)	|	1.01815		|	0.36082	(0.00051)
869	|	17.52617		|	11.65903	(+/-3.08056)	|	1.4621	(+/-1.12707)	|	1.00448		|	0.37046	(0.00035)
870	|	18.262		|	11.76646	(+/-3.11351)	|	1.50179	(+/-1.01785)	|	1.04665		|	0.43591	(2e-05)
871	|	17.52335		|	11.69066	(+/-3.05753)	|	1.44145	(+/-1.00112)	|	1.00432		|	0.42381	(3e-05)
872	|	17.48168		|	11.72979	(+/-3.10418)	|	1.49625	(+/-0.97345)	|	1.00193		|	0.38948	(0.00016)
873	|	18.87125		|	11.73994	(+/-3.16216)	|	1.47268	(+/-0.94879)	|	1.08157		|	0.38211	(0.00022)
874	|	18.64203		|	11.785	(+/-3.15562)	|	1.53951	(+/-1.03993)	|	1.06843		|	0.41337	(6e-05)
875	|	18.29383		|	11.75388	(+/-3.18365)	|	1.52468	(+/-1.01777)	|	1.04848		|	0.35753	(0.00058)
876	|	18.05097		|	11.63496	(+/-3.12497)	|	1.43514	(+/-0.98248)	|	1.03456		|	0.54802	(0.0)
877	|	18.05605		|	11.71585	(+/-3.11587)	|	1.40635	(+/-0.937)	|	1.03485		|	0.41396	(6e-05)
878	|	17.987		|	11.68469	(+/-3.18256)	|	1.42961	(+/-0.91868)	|	1.03089		|	0.45783	(1e-05)
879	|	18.88714		|	11.66092	(+/-3.22756)	|	1.40325	(+/-0.91656)	|	1.08248		|	0.50311	(0.0)
880	|	17.73067		|	11.66624	(+/-3.17251)	|	1.27494	(+/-0.87146)	|	1.0162		|	0.49014	(0.0)
881	|	18.24448		|	11.7454	(+/-3.12753)	|	1.39747	(+/-0.90072)	|	1.04565		|	0.51252	(0.0)
882	|	18.32468		|	11.73789	(+/-3.18004)	|	1.38527	(+/-0.83914)	|	1.05025		|	0.41126	(6e-05)
883	|	17.94062		|	11.66155	(+/-3.15106)	|	1.34989	(+/-0.87256)	|	1.02823		|	0.51072	(0.0)
884	|	18.34048		|	11.77921	(+/-3.1292)	|	1.39861	(+/-0.84288)	|	1.05115		|	0.3564	(0.00061)
885	|	18.38645		|	11.7797	(+/-3.16176)	|	1.4875	(+/-0.95302)	|	1.05379		|	0.46347	(0.0)
886	|	17.88431		|	11.71047	(+/-3.05667)	|	1.5738	(+/-1.02109)	|	1.02501		|	0.44433	(1e-05)
887	|	18.39757		|	11.79546	(+/-3.07877)	|	1.5438	(+/-0.99772)	|	1.05442		|	0.38283	(0.00021)
888	|	18.04698		|	11.88672	(+/-3.11727)	|	1.49835	(+/-0.9142)	|	1.03433		|	0.33525	(0.00132)
889	|	18.00179		|	11.73362	(+/-3.1359)	|	1.39297	(+/-0.8573)	|	1.03174		|	0.42069	(4e-05)
890	|	18.26448		|	11.75479	(+/-3.10346)	|	1.3445	(+/-0.88674)	|	1.0468		|	0.39998	(0.0001)
891	|	18.72146		|	11.72333	(+/-3.15457)	|	1.33874	(+/-0.78159)	|	1.07299		|	0.55161	(0.0)
892	|	18.25588		|	11.81064	(+/-3.15577)	|	1.44873	(+/-0.90314)	|	1.0463		|	0.42241	(4e-05)
893	|	17.52407		|	11.75225	(+/-3.1133)	|	1.46435	(+/-0.96456)	|	1.00436		|	0.42754	(3e-05)
894	|	17.9039		|	11.7179	(+/-3.08187)	|	1.49726	(+/-1.0024)	|	1.02613		|	0.42411	(3e-05)
895	|	18.66		|	11.74669	(+/-3.16607)	|	1.48385	(+/-0.94996)	|	1.06946		|	0.42477	(3e-05)
896	|	17.68737		|	11.75153	(+/-3.05575)	|	1.49204	(+/-0.91253)	|	1.01372		|	0.38049	(0.00023)
897	|	18.61182		|	11.72418	(+/-3.12567)	|	1.52164	(+/-0.88037)	|	1.0667		|	0.46353	(0.0)
898	|	18.33654		|	11.75853	(+/-3.11575)	|	1.54201	(+/-0.90808)	|	1.05093		|	0.41978	(4e-05)
899	|	18.55445		|	11.73056	(+/-3.16862)	|	1.49142	(+/-0.96454)	|	1.06342		|	0.48856	(0.0)
900	|	17.85519		|	11.73528	(+/-3.06263)	|	1.43225	(+/-0.83056)	|	1.02334		|	0.37493	(0.00029)
901	|	18.30141		|	11.73055	(+/-3.15139)	|	1.50895	(+/-0.9754)	|	1.04891		|	0.43613	(2e-05)
902	|	18.41228		|	11.73614	(+/-3.07487)	|	1.54874	(+/-0.93725)	|	1.05527		|	0.36229	(0.00049)
903	|	18.40461		|	11.79123	(+/-3.09601)	|	1.5098	(+/-0.89552)	|	1.05483		|	0.40733	(7e-05)
904	|	18.30647		|	11.68899	(+/-3.17506)	|	1.35855	(+/-0.91229)	|	1.0492		|	0.45361	(1e-05)
905	|	18.26782		|	11.78902	(+/-3.12541)	|	1.55247	(+/-0.9679)	|	1.04699		|	0.50377	(0.0)
906	|	18.18094		|	11.6902	(+/-3.12305)	|	1.5041	(+/-1.00495)	|	1.04201		|	0.46438	(0.0)
907	|	18.75656		|	11.77796	(+/-3.17547)	|	1.60434	(+/-1.15544)	|	1.075		|	0.44997	(1e-05)
908	|	18.50051		|	11.70682	(+/-3.16586)	|	1.56103	(+/-0.98409)	|	1.06032		|	0.4479	(1e-05)
909	|	18.37157		|	11.76875	(+/-3.18034)	|	1.48002	(+/-0.93684)	|	1.05293		|	0.39475	(0.00013)
910	|	18.43954		|	11.78792	(+/-3.12986)	|	1.44361	(+/-0.92398)	|	1.05683		|	0.37089	(0.00035)
911	|	18.29617		|	11.69419	(+/-3.17287)	|	1.43101	(+/-0.92268)	|	1.04861		|	0.4363	(2e-05)
912	|	18.17452		|	11.81606	(+/-3.14095)	|	1.54086	(+/-1.08041)	|	1.04164		|	0.45488	(1e-05)
913	|	18.19877		|	11.70026	(+/-3.13526)	|	1.48276	(+/-1.13011)	|	1.04303		|	0.44204	(1e-05)
914	|	17.48118		|	11.663	(+/-3.13219)	|	1.53613	(+/-1.05586)	|	1.0019		|	0.5031	(0.0)
915	|	17.04258		|	11.65099	(+/-3.08439)	|	1.54989	(+/-1.06497)	|	0.97676		|	0.47699	(0.0)
916	|	17.29654		|	11.70895	(+/-3.08745)	|	1.52251	(+/-1.03393)	|	0.99132		|	0.47038	(0.0)
917	|	17.95145		|	11.6813	(+/-3.10879)	|	1.53123	(+/-1.10129)	|	1.02886		|	0.47753	(0.0)
918	|	17.85507		|	11.71811	(+/-3.15393)	|	1.44345	(+/-1.0178)	|	1.02333		|	0.42757	(3e-05)
919	|	17.62323		|	11.68514	(+/-3.11889)	|	1.50046	(+/-0.98673)	|	1.01004		|	0.47832	(0.0)
920	|	17.47934		|	11.72548	(+/-3.12707)	|	1.54363	(+/-1.08453)	|	1.0018		|	0.48119	(0.0)
921	|	17.97854		|	11.69713	(+/-3.17082)	|	1.38647	(+/-1.08722)	|	1.03041		|	0.44368	(1e-05)
922	|	17.98157		|	11.67285	(+/-3.14571)	|	1.57878	(+/-1.07617)	|	1.03058		|	0.49447	(0.0)
923	|	18.01409		|	11.70405	(+/-3.14279)	|	1.4952	(+/-1.05571)	|	1.03245		|	0.49535	(0.0)
924	|	17.78892		|	11.74695	(+/-3.13429)	|	1.37073	(+/-1.02789)	|	1.01954		|	0.43896	(2e-05)
925	|	17.83847		|	11.70487	(+/-3.13705)	|	1.55127	(+/-1.11885)	|	1.02238		|	0.44177	(1e-05)
926	|	18.4421		|	11.70016	(+/-3.23378)	|	1.29777	(+/-0.97057)	|	1.05698		|	0.45982	(1e-05)
927	|	18.16095		|	11.77593	(+/-3.16985)	|	1.5305	(+/-0.97862)	|	1.04086		|	0.47338	(0.0)
928	|	18.337		|	11.71508	(+/-3.13595)	|	1.4227	(+/-0.95627)	|	1.05095		|	0.41683	(5e-05)
929	|	17.75079		|	11.73108	(+/-3.13818)	|	1.4705	(+/-0.96296)	|	1.01735		|	0.43941	(2e-05)
930	|	17.51648		|	11.74822	(+/-3.13472)	|	1.57615	(+/-1.01932)	|	1.00393		|	0.47917	(0.0)
931	|	18.26187		|	11.72113	(+/-3.1276)	|	1.53389	(+/-1.00973)	|	1.04665		|	0.46767	(0.0)
932	|	17.55723		|	11.75488	(+/-3.07545)	|	1.39615	(+/-1.02189)	|	1.00626		|	0.42756	(3e-05)
933	|	17.08681		|	11.63671	(+/-3.11349)	|	1.43401	(+/-1.06576)	|	0.9793		|	0.49684	(0.0)
934	|	17.7962		|	11.68659	(+/-3.15562)	|	1.32711	(+/-0.98912)	|	1.01996		|	0.51426	(0.0)
935	|	18.1436		|	11.66011	(+/-3.11576)	|	1.3257	(+/-1.01295)	|	1.03987		|	0.51185	(0.0)
936	|	17.63903		|	11.69436	(+/-3.17414)	|	1.50485	(+/-1.06357)	|	1.01095		|	0.53113	(0.0)
937	|	17.34523		|	11.64061	(+/-3.06869)	|	1.38604	(+/-0.94533)	|	0.99411		|	0.40375	(9e-05)
938	|	17.43429		|	11.68081	(+/-3.1176)	|	1.39068	(+/-0.96086)	|	0.99921		|	0.39505	(0.00013)
