Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	16.75127		|			0
1002	|	16.86173		|	11.56342	(+/-2.68898)	|	1.08013	(+/-0.70191)	|	1.00659		|	0.50173	(0.0)
1003	|	16.6763		|	11.59213	(+/-2.76931)	|	1.01451	(+/-0.65361)	|	0.99552		|	0.47889	(0.0)
1004	|	17.16288		|	11.61902	(+/-2.65582)	|	1.00618	(+/-0.55397)	|	1.02457		|	0.45375	(1e-05)
1005	|	17.12452		|	11.64905	(+/-2.72751)	|	1.06604	(+/-0.63084)	|	1.02228		|	0.47495	(0.0)
1006	|	17.53202		|	11.65069	(+/-2.79251)	|	0.98512	(+/-0.55929)	|	1.04661		|	0.46747	(0.0)
1007	|	17.86667		|	11.69502	(+/-2.84247)	|	1.10926	(+/-0.68566)	|	1.06659		|	0.5994	(0.0)
1008	|	17.73557		|	11.67001	(+/-2.8888)	|	1.11269	(+/-0.6149)	|	1.05876		|	0.57588	(0.0)
1009	|	17.17809		|	11.62019	(+/-2.75526)	|	1.10344	(+/-0.63456)	|	1.02548		|	0.56651	(0.0)
1010	|	16.74935		|	11.54453	(+/-2.68444)	|	1.11561	(+/-0.66352)	|	0.99989		|	0.60854	(0.0)
1011	|	17.33994		|	11.62428	(+/-2.76755)	|	1.11356	(+/-0.67898)	|	1.03514		|	0.48784	(0.0)
1012	|	16.56304		|	11.54037	(+/-2.6037)	|	1.02105	(+/-0.56615)	|	0.98876		|	0.42132	(4e-05)
1013	|	16.61075		|	11.56515	(+/-2.75423)	|	0.97386	(+/-0.54959)	|	0.99161		|	0.52919	(0.0)
1014	|	16.62581		|	11.60464	(+/-2.74304)	|	1.03335	(+/-0.62915)	|	0.99251		|	0.575	(0.0)
1015	|	16.75436		|	11.55177	(+/-2.72875)	|	1.12953	(+/-0.67779)	|	1.00018		|	0.49093	(0.0)
1016	|	16.56725		|	11.57117	(+/-2.66696)	|	0.9684	(+/-0.58669)	|	0.98901		|	0.48	(0.0)
1017	|	16.91728		|	11.58698	(+/-2.74459)	|	0.93495	(+/-0.51611)	|	1.00991		|	0.42738	(3e-05)
1018	|	17.19513		|	11.51651	(+/-2.73125)	|	0.95821	(+/-0.50549)	|	1.0265		|	0.42445	(3e-05)
1019	|	16.77051		|	11.62125	(+/-2.64563)	|	1.06099	(+/-0.58149)	|	1.00115		|	0.49139	(0.0)
1020	|	17.23157		|	11.62136	(+/-2.678)	|	1.09391	(+/-0.58986)	|	1.02867		|	0.51305	(0.0)
1021	|	17.22435		|	11.66985	(+/-2.66579)	|	1.13217	(+/-0.6264)	|	1.02824		|	0.48439	(0.0)
1022	|	16.8528		|	11.62937	(+/-2.73842)	|	0.99591	(+/-0.56293)	|	1.00606		|	0.51907	(0.0)
1023	|	16.8113		|	11.67753	(+/-2.61102)	|	1.06606	(+/-0.5633)	|	1.00358		|	0.38608	(0.00019)
1024	|	16.69811		|	11.6121	(+/-2.70579)	|	1.16989	(+/-0.62227)	|	0.99683		|	0.55721	(0.0)
1025	|	16.9568		|	11.52399	(+/-2.70035)	|	1.02286	(+/-0.57079)	|	1.01227		|	0.52224	(0.0)
1026	|	16.80719		|	11.62458	(+/-2.70886)	|	1.0778	(+/-0.5263)	|	1.00334		|	0.53646	(0.0)
1027	|	16.65364		|	11.56238	(+/-2.6858)	|	0.95191	(+/-0.50504)	|	0.99417		|	0.56874	(0.0)
1028	|	16.94671		|	11.60599	(+/-2.76927)	|	1.07508	(+/-0.55561)	|	1.01167		|	0.61659	(0.0)
1029	|	16.87768		|	11.59243	(+/-2.69247)	|	0.9974	(+/-0.51596)	|	1.00755		|	0.53921	(0.0)
1030	|	17.48198		|	11.79726	(+/-2.77269)	|	1.21643	(+/-0.61144)	|	1.04362		|	0.43002	(3e-05)
1031	|	16.87207		|	11.59674	(+/-2.72443)	|	1.00518	(+/-0.59117)	|	1.00721		|	0.47075	(0.0)
1032	|	17.76848		|	11.72143	(+/-2.7552)	|	1.08534	(+/-0.60196)	|	1.06072		|	0.47697	(0.0)
1033	|	17.26545		|	11.59633	(+/-2.80379)	|	0.96188	(+/-0.54565)	|	1.0307		|	0.44941	(1e-05)
1034	|	17.23888		|	11.5959	(+/-2.75201)	|	1.09583	(+/-0.60135)	|	1.02911		|	0.46019	(1e-05)
1035	|	17.03079		|	11.67617	(+/-2.7701)	|	1.08946	(+/-0.60406)	|	1.01669		|	0.44721	(1e-05)
1036	|	17.236		|	11.63072	(+/-2.73323)	|	1.14236	(+/-0.71528)	|	1.02894		|	0.32396	(0.00195)
1037	|	16.88169		|	11.58511	(+/-2.66654)	|	1.14979	(+/-0.7093)	|	1.00779		|	0.4907	(0.0)
1038	|	16.95353		|	11.67318	(+/-2.6984)	|	1.28203	(+/-0.76002)	|	1.01207		|	0.42974	(3e-05)
1039	|	16.90972		|	11.61803	(+/-2.71519)	|	1.11204	(+/-0.6313)	|	1.00946		|	0.58335	(0.0)
1040	|	17.24191		|	11.61633	(+/-2.69595)	|	1.15494	(+/-0.67774)	|	1.02929		|	0.50547	(0.0)
1041	|	17.03931		|	11.61398	(+/-2.70004)	|	1.11979	(+/-0.6688)	|	1.0172		|	0.54865	(0.0)
1042	|	17.07631		|	11.6644	(+/-2.69817)	|	1.19634	(+/-0.66463)	|	1.0194		|	0.43351	(2e-05)
1043	|	17.04891		|	11.51695	(+/-2.84651)	|	1.08238	(+/-0.58339)	|	1.01777		|	0.50266	(0.0)
1044	|	16.80886		|	11.60402	(+/-2.73048)	|	1.16613	(+/-0.62198)	|	1.00344		|	0.58083	(0.0)
1045	|	17.28367		|	11.53694	(+/-2.70969)	|	1.1265	(+/-0.669)	|	1.03178		|	0.51138	(0.0)
1046	|	17.07561		|	11.56957	(+/-2.71684)	|	1.05814	(+/-0.60288)	|	1.01936		|	0.52846	(0.0)
1047	|	16.80608		|	11.58634	(+/-2.73366)	|	1.08144	(+/-0.56246)	|	1.00327		|	0.50901	(0.0)
1048	|	16.84251		|	11.57693	(+/-2.74498)	|	1.1005	(+/-0.60484)	|	1.00545		|	0.55879	(0.0)
1049	|	16.65577		|	11.57495	(+/-2.63168)	|	0.95332	(+/-0.55653)	|	0.9943		|	0.50177	(0.0)
1050	|	16.91652		|	11.63548	(+/-2.70107)	|	1.15021	(+/-0.63504)	|	1.00986		|	0.55858	(0.0)
1051	|	16.98059		|	11.69995	(+/-2.78104)	|	1.297	(+/-0.79502)	|	1.01369		|	0.59298	(0.0)
1052	|	17.01344		|	11.60078	(+/-2.7508)	|	1.26629	(+/-0.76698)	|	1.01565		|	0.58488	(0.0)
1053	|	16.6112		|	11.58134	(+/-2.62202)	|	1.20511	(+/-0.74862)	|	0.99164		|	0.53291	(0.0)
1054	|	17.14103		|	11.66287	(+/-2.62466)	|	1.24583	(+/-0.72005)	|	1.02327		|	0.50997	(0.0)
1055	|	16.86174		|	11.70513	(+/-2.65831)	|	1.44356	(+/-0.83891)	|	1.00659		|	0.53053	(0.0)
1056	|	16.92166		|	11.64343	(+/-2.72936)	|	1.18383	(+/-0.6687)	|	1.01017		|	0.52944	(0.0)
1057	|	16.78349		|	11.60793	(+/-2.71704)	|	1.10536	(+/-0.58167)	|	1.00192		|	0.52664	(0.0)
1058	|	17.23286		|	11.70119	(+/-2.70357)	|	1.22066	(+/-0.79144)	|	1.02875		|	0.50238	(0.0)
1059	|	17.30169		|	11.61629	(+/-2.69172)	|	1.30286	(+/-0.72746)	|	1.03286		|	0.45685	(1e-05)
1060	|	16.8621		|	11.65962	(+/-2.73619)	|	1.13878	(+/-0.65602)	|	1.00662		|	0.46816	(0.0)
1061	|	16.87483		|	11.62874	(+/-2.63474)	|	1.11731	(+/-0.57109)	|	1.00738		|	0.38958	(0.00016)
1062	|	17.11018		|	11.60464	(+/-2.72111)	|	1.09271	(+/-0.5492)	|	1.02143		|	0.33004	(0.00159)
1063	|	17.19394		|	11.62492	(+/-2.73275)	|	1.00336	(+/-0.4858)	|	1.02643		|	0.48537	(0.0)
1064	|	17.66729		|	11.70141	(+/-2.74531)	|	1.188	(+/-0.61916)	|	1.05468		|	0.53636	(0.0)
1065	|	16.78653		|	11.65029	(+/-2.75594)	|	1.05656	(+/-0.565)	|	1.00211		|	0.49054	(0.0)
1066	|	17.10714		|	11.61181	(+/-2.7734)	|	1.08295	(+/-0.56392)	|	1.02124		|	0.55116	(0.0)
1067	|	17.10988		|	11.5874	(+/-2.7575)	|	1.10356	(+/-0.62441)	|	1.02141		|	0.58172	(0.0)
1068	|	16.9426		|	11.61483	(+/-2.72926)	|	1.12088	(+/-0.71465)	|	1.01142		|	0.53003	(0.0)
1069	|	17.48432		|	11.6152	(+/-2.75327)	|	1.22107	(+/-0.65047)	|	1.04376		|	0.54295	(0.0)
1070	|	17.66025		|	11.64671	(+/-2.7126)	|	1.13305	(+/-0.5849)	|	1.05426		|	0.51484	(0.0)
1071	|	17.25056		|	11.61466	(+/-2.7889)	|	0.99844	(+/-0.52488)	|	1.02981		|	0.5832	(0.0)
1072	|	17.29485		|	11.63872	(+/-2.76641)	|	1.07455	(+/-0.59765)	|	1.03245		|	0.42067	(4e-05)
1073	|	16.96731		|	11.57829	(+/-2.69778)	|	1.06175	(+/-0.50651)	|	1.0129		|	0.43743	(2e-05)
1074	|	17.26091		|	11.70443	(+/-2.68976)	|	1.16939	(+/-0.639)	|	1.03042		|	0.46264	(1e-05)
1075	|	17.19299		|	11.59142	(+/-2.76441)	|	1.13622	(+/-0.68479)	|	1.02637		|	0.64207	(0.0)
1076	|	17.19947		|	11.61112	(+/-2.77815)	|	1.02964	(+/-0.55863)	|	1.02676		|	0.48743	(0.0)
1077	|	16.79717		|	11.65556	(+/-2.75845)	|	1.03048	(+/-0.62324)	|	1.00274		|	0.50833	(0.0)
1078	|	16.73085		|	11.55171	(+/-2.70147)	|	1.03277	(+/-0.55598)	|	0.99878		|	0.47081	(0.0)
1079	|	16.82475		|	11.59121	(+/-2.77397)	|	0.93966	(+/-0.55557)	|	1.00439		|	0.52217	(0.0)
1080	|	16.95676		|	11.63888	(+/-2.69334)	|	0.96468	(+/-0.50624)	|	1.01227		|	0.43211	(2e-05)
1081	|	17.26691		|	11.6297	(+/-2.75769)	|	1.01794	(+/-0.56993)	|	1.03078		|	0.59546	(0.0)
1082	|	16.89065		|	11.59138	(+/-2.68671)	|	0.97649	(+/-0.50578)	|	1.00832		|	0.37489	(0.00029)
1083	|	16.96121		|	11.51654	(+/-2.7542)	|	1.1848	(+/-0.57918)	|	1.01253		|	0.53406	(0.0)
1084	|	16.98238		|	11.53422	(+/-2.74136)	|	1.16505	(+/-0.56474)	|	1.0138		|	0.50953	(0.0)
1085	|	17.15135		|	11.61157	(+/-2.77774)	|	1.15087	(+/-0.60417)	|	1.02388		|	0.56191	(0.0)
1086	|	17.02718		|	11.60405	(+/-2.72894)	|	1.2181	(+/-0.60329)	|	1.01647		|	0.57715	(0.0)
1087	|	16.69787		|	11.53307	(+/-2.73249)	|	0.99926	(+/-0.53809)	|	0.99681		|	0.48802	(0.0)
1088	|	17.332		|	11.58331	(+/-2.8152)	|	0.99628	(+/-0.58297)	|	1.03467		|	0.56504	(0.0)
1089	|	17.6615		|	11.62476	(+/-2.85273)	|	1.09426	(+/-0.59521)	|	1.05434		|	0.58883	(0.0)
1090	|	17.01467		|	11.58875	(+/-2.69334)	|	1.04123	(+/-0.53122)	|	1.01572		|	0.43431	(2e-05)
1091	|	17.53596		|	11.69937	(+/-2.74211)	|	1.08928	(+/-0.62174)	|	1.04684		|	0.48475	(0.0)
1092	|	17.94685		|	11.66002	(+/-2.84641)	|	0.96728	(+/-0.55151)	|	1.07137		|	0.54528	(0.0)
1093	|	17.54176		|	11.66354	(+/-2.82143)	|	1.01238	(+/-0.61391)	|	1.04719		|	0.58975	(0.0)
1094	|	17.55929		|	11.6662	(+/-2.75079)	|	1.10671	(+/-0.69798)	|	1.04824		|	0.50871	(0.0)
1095	|	17.38184		|	11.69394	(+/-2.71726)	|	1.17459	(+/-0.76911)	|	1.03764		|	0.47212	(0.0)
1096	|	17.31042		|	11.65693	(+/-2.71071)	|	1.021	(+/-0.55364)	|	1.03338		|	0.43499	(2e-05)
1097	|	17.37994		|	11.63118	(+/-2.81023)	|	1.11772	(+/-0.62075)	|	1.03753		|	0.53985	(0.0)
1098	|	17.43991		|	11.62067	(+/-2.7614)	|	1.01469	(+/-0.53901)	|	1.04111		|	0.42183	(4e-05)
1099	|	17.28688		|	11.58104	(+/-2.77719)	|	0.98077	(+/-0.53093)	|	1.03197		|	0.46634	(0.0)
1100	|	16.9054		|	11.54618	(+/-2.69799)	|	1.02043	(+/-0.54309)	|	1.0092		|	0.52609	(0.0)
1101	|	16.94998		|	11.60421	(+/-2.72957)	|	1.11644	(+/-0.53029)	|	1.01186		|	0.44143	(1e-05)
1102	|	17.6135		|	11.68019	(+/-2.81762)	|	1.04526	(+/-0.59988)	|	1.05147		|	0.55938	(0.0)
1103	|	17.874		|	11.741	(+/-2.83566)	|	1.01024	(+/-0.69892)	|	1.06702		|	0.56919	(0.0)
1104	|	17.21767		|	11.73383	(+/-2.69976)	|	1.09136	(+/-0.69835)	|	1.02784		|	0.41897	(4e-05)
1105	|	17.19125		|	11.66027	(+/-2.81163)	|	1.03845	(+/-0.59623)	|	1.02627		|	0.52086	(0.0)
1106	|	16.98661		|	11.63692	(+/-2.76875)	|	1.09063	(+/-0.57681)	|	1.01405		|	0.49808	(0.0)
1107	|	17.15251		|	11.54209	(+/-2.72718)	|	1.09074	(+/-0.58461)	|	1.02395		|	0.53357	(0.0)
1108	|	17.30686		|	11.62184	(+/-2.80281)	|	1.02874	(+/-0.61088)	|	1.03317		|	0.54069	(0.0)
1109	|	17.02752		|	11.61185	(+/-2.80302)	|	0.99315	(+/-0.51538)	|	1.01649		|	0.57116	(0.0)
1110	|	17.26334		|	11.64538	(+/-2.82388)	|	1.03151	(+/-0.60122)	|	1.03057		|	0.55582	(0.0)
1111	|	16.72496		|	11.62462	(+/-2.73797)	|	1.09235	(+/-0.57018)	|	0.99843		|	0.34857	(0.00082)
1112	|	17.64062		|	11.58935	(+/-2.71347)	|	1.03336	(+/-0.60967)	|	1.05309		|	0.49721	(0.0)
1113	|	16.62976		|	11.5334	(+/-2.7361)	|	1.11338	(+/-0.56284)	|	0.99275		|	0.59192	(0.0)
1114	|	16.88141		|	11.61604	(+/-2.65399)	|	1.02131	(+/-0.53405)	|	1.00777		|	0.42907	(3e-05)
1115	|	16.94285		|	11.62123	(+/-2.72811)	|	1.18372	(+/-0.5561)	|	1.01144		|	0.52608	(0.0)
1116	|	17.05069		|	11.65944	(+/-2.77697)	|	1.17603	(+/-0.64451)	|	1.01787		|	0.60141	(0.0)
1117	|	17.40297		|	11.64132	(+/-2.79626)	|	1.1088	(+/-0.60337)	|	1.0389		|	0.55017	(0.0)
1118	|	17.46257		|	11.59927	(+/-2.77993)	|	1.04025	(+/-0.53882)	|	1.04246		|	0.56775	(0.0)
1119	|	17.09033		|	11.58932	(+/-2.84026)	|	1.08104	(+/-0.51661)	|	1.02024		|	0.60184	(0.0)
1120	|	17.39404		|	11.70757	(+/-2.81325)	|	1.14287	(+/-0.6116)	|	1.03837		|	0.52314	(0.0)
1121	|	17.30301		|	11.69781	(+/-2.87138)	|	1.12011	(+/-0.62995)	|	1.03294		|	0.60569	(0.0)
1122	|	16.91449		|	11.63786	(+/-2.80582)	|	1.13587	(+/-0.59675)	|	1.00974		|	0.54721	(0.0)
1123	|	17.0048		|	11.71249	(+/-2.77354)	|	1.13493	(+/-0.6414)	|	1.01514		|	0.60104	(0.0)
1124	|	16.93404		|	11.63437	(+/-2.74123)	|	1.16715	(+/-0.72063)	|	1.01091		|	0.56616	(0.0)
1125	|	17.26105		|	11.66337	(+/-2.81038)	|	1.17578	(+/-0.73883)	|	1.03043		|	0.53292	(0.0)
1126	|	17.1578		|	11.68896	(+/-2.72572)	|	1.13285	(+/-0.70206)	|	1.02427		|	0.39587	(0.00012)
1127	|	17.44054		|	11.64073	(+/-2.7305)	|	1.21573	(+/-0.7145)	|	1.04115		|	0.54897	(0.0)
1128	|	17.06038		|	11.66887	(+/-2.74369)	|	1.01877	(+/-0.59072)	|	1.01845		|	0.49154	(0.0)
1129	|	17.14686		|	11.68228	(+/-2.76056)	|	1.21077	(+/-0.72284)	|	1.02362		|	0.50146	(0.0)
1130	|	17.33656		|	11.6954	(+/-2.78575)	|	1.28459	(+/-0.6941)	|	1.03494		|	0.58254	(0.0)
1131	|	17.17765		|	11.7378	(+/-2.77464)	|	1.11127	(+/-0.62592)	|	1.02545		|	0.55117	(0.0)
1132	|	17.07725		|	11.6878	(+/-2.78555)	|	1.09972	(+/-0.62407)	|	1.01946		|	0.56752	(0.0)
1133	|	17.67856		|	11.76565	(+/-2.80739)	|	1.29211	(+/-0.77317)	|	1.05536		|	0.52054	(0.0)
1134	|	17.38224		|	11.71962	(+/-2.69051)	|	1.24149	(+/-0.75172)	|	1.03767		|	0.50189	(0.0)
1135	|	17.42393		|	11.81647	(+/-2.727)	|	1.2017	(+/-0.62804)	|	1.04016		|	0.50239	(0.0)
1136	|	17.06721		|	11.59209	(+/-2.73428)	|	1.16367	(+/-0.64896)	|	1.01886		|	0.47187	(0.0)
1137	|	17.06359		|	11.66579	(+/-2.68178)	|	1.26651	(+/-0.73802)	|	1.01864		|	0.54039	(0.0)
1138	|	17.59383		|	11.79782	(+/-2.78301)	|	1.43872	(+/-0.80129)	|	1.0503		|	0.50215	(0.0)
1139	|	17.37327		|	11.662	(+/-2.84229)	|	1.30796	(+/-0.76372)	|	1.03713		|	0.60709	(0.0)
1140	|	17.70214		|	11.76165	(+/-2.84108)	|	1.28304	(+/-0.82945)	|	1.05676		|	0.49765	(0.0)
1141	|	17.33835		|	11.71731	(+/-2.69966)	|	1.23616	(+/-0.71393)	|	1.03505		|	0.41689	(5e-05)
1142	|	17.2981		|	11.72666	(+/-2.74762)	|	1.18622	(+/-0.76446)	|	1.03264		|	0.47394	(0.0)
1143	|	17.51991		|	11.79485	(+/-2.7521)	|	1.32356	(+/-0.7552)	|	1.04589		|	0.52895	(0.0)
1144	|	17.45339		|	11.79837	(+/-2.81885)	|	1.28269	(+/-0.7165)	|	1.04191		|	0.51388	(0.0)
1145	|	17.73635		|	11.76229	(+/-2.82931)	|	1.21456	(+/-0.62293)	|	1.05881		|	0.49324	(0.0)
1146	|	17.34574		|	11.77933	(+/-2.69468)	|	1.32808	(+/-0.77723)	|	1.03549		|	0.42092	(4e-05)
1147	|	17.67514		|	11.67677	(+/-2.80735)	|	1.03327	(+/-0.69187)	|	1.05515		|	0.5194	(0.0)
1148	|	17.55517		|	11.74103	(+/-2.76789)	|	1.17978	(+/-0.7945)	|	1.04799		|	0.51054	(0.0)
1149	|	17.28256		|	11.76901	(+/-2.70629)	|	1.30748	(+/-0.83723)	|	1.03172		|	0.47731	(0.0)
1150	|	16.95659		|	11.65505	(+/-2.77811)	|	1.05964	(+/-0.65556)	|	1.01226		|	0.55008	(0.0)
1151	|	17.28404		|	11.69484	(+/-2.72608)	|	1.12624	(+/-0.60014)	|	1.0318		|	0.52969	(0.0)
1152	|	16.9732		|	11.64581	(+/-2.7814)	|	1.28979	(+/-0.71231)	|	1.01325		|	0.53704	(0.0)
1153	|	17.45564		|	11.7447	(+/-2.76133)	|	1.29463	(+/-0.83292)	|	1.04205		|	0.53172	(0.0)
1154	|	17.35835		|	11.80122	(+/-2.76722)	|	1.09813	(+/-0.65122)	|	1.03624		|	0.52984	(0.0)
1155	|	17.3428		|	11.80284	(+/-2.78473)	|	1.34797	(+/-0.77213)	|	1.03531		|	0.56178	(0.0)
1156	|	17.33946		|	11.68883	(+/-2.75016)	|	1.39058	(+/-0.92869)	|	1.03511		|	0.41672	(5e-05)
1157	|	17.5561		|	11.70797	(+/-2.73688)	|	1.2934	(+/-0.85655)	|	1.04805		|	0.43801	(2e-05)
1158	|	17.10748		|	11.70632	(+/-2.8035)	|	1.20667	(+/-0.75277)	|	1.02126		|	0.48655	(0.0)
1159	|	16.76991		|	11.61597	(+/-2.64073)	|	1.15466	(+/-0.75775)	|	1.00111		|	0.36502	(0.00044)
1160	|	17.20465		|	11.7842	(+/-2.72336)	|	1.13028	(+/-0.74127)	|	1.02707		|	0.37976	(0.00024)
1161	|	17.40292		|	11.67942	(+/-2.71512)	|	1.17185	(+/-0.72417)	|	1.0389		|	0.36324	(0.00047)
1162	|	17.23007		|	11.73572	(+/-2.76457)	|	1.21431	(+/-0.73877)	|	1.02858		|	0.46907	(0.0)
1163	|	17.57276		|	11.86543	(+/-2.8036)	|	1.22261	(+/-0.72393)	|	1.04904		|	0.43172	(2e-05)
1164	|	17.21414		|	11.67195	(+/-2.72721)	|	0.94699	(+/-0.5555)	|	1.02763		|	0.43463	(2e-05)
1165	|	17.3529		|	11.67946	(+/-2.76867)	|	1.12883	(+/-0.6741)	|	1.03592		|	0.48808	(0.0)
1166	|	17.28291		|	11.67594	(+/-2.83197)	|	1.17924	(+/-0.82184)	|	1.03174		|	0.57184	(0.0)
1167	|	17.33479		|	11.6319	(+/-2.82009)	|	1.11298	(+/-0.68947)	|	1.03483		|	0.6781	(0.0)
1168	|	17.33555		|	11.6027	(+/-2.72918)	|	1.14156	(+/-0.61257)	|	1.03488		|	0.5775	(0.0)
1169	|	17.0513		|	11.60981	(+/-2.77778)	|	1.04623	(+/-0.54292)	|	1.01791		|	0.54233	(0.0)
1170	|	17.00441		|	11.67898	(+/-2.78768)	|	0.98313	(+/-0.59997)	|	1.01511		|	0.52115	(0.0)
1171	|	17.09851		|	11.5492	(+/-2.71516)	|	1.02554	(+/-0.57692)	|	1.02073		|	0.5174	(0.0)
1172	|	17.07764		|	11.65252	(+/-2.82761)	|	1.0256	(+/-0.67487)	|	1.01948		|	0.55433	(0.0)
1173	|	17.79991		|	11.66932	(+/-2.74532)	|	1.06766	(+/-0.63168)	|	1.0626		|	0.53776	(0.0)
1174	|	17.56351		|	11.67162	(+/-2.84152)	|	1.13839	(+/-0.78331)	|	1.04849		|	0.57428	(0.0)
1175	|	17.12176		|	11.69527	(+/-2.82713)	|	1.21869	(+/-0.66996)	|	1.02212		|	0.53435	(0.0)
1176	|	17.52353		|	11.6374	(+/-2.7757)	|	1.11654	(+/-0.62714)	|	1.0461		|	0.54065	(0.0)
1177	|	16.99265		|	11.63547	(+/-2.8509)	|	1.06251	(+/-0.58301)	|	1.01441		|	0.55053	(0.0)
1178	|	16.7907		|	11.67965	(+/-2.76865)	|	1.10073	(+/-0.61028)	|	1.00235		|	0.52462	(0.0)
1179	|	16.66369		|	11.56307	(+/-2.75492)	|	1.02863	(+/-0.58878)	|	0.99477		|	0.53628	(0.0)
1180	|	17.15477		|	11.66235	(+/-2.80889)	|	1.1576	(+/-0.69219)	|	1.02409		|	0.57975	(0.0)
1181	|	16.98118		|	11.63293	(+/-2.74081)	|	1.13395	(+/-0.68116)	|	1.01373		|	0.58748	(0.0)
1182	|	17.59582		|	11.62695	(+/-2.81875)	|	1.18978	(+/-0.69714)	|	1.05042		|	0.57894	(0.0)
1183	|	17.18474		|	11.60467	(+/-2.79387)	|	1.1016	(+/-0.65229)	|	1.02588		|	0.59817	(0.0)
1184	|	17.53518		|	11.62364	(+/-2.81785)	|	1.15957	(+/-0.65202)	|	1.0468		|	0.62785	(0.0)
1185	|	17.53593		|	11.65424	(+/-2.82789)	|	1.20304	(+/-0.61315)	|	1.04684		|	0.58912	(0.0)
1186	|	17.17901		|	11.64614	(+/-2.84096)	|	1.18107	(+/-0.73464)	|	1.02553		|	0.60918	(0.0)
1187	|	16.98571		|	11.61591	(+/-2.80862)	|	1.01686	(+/-0.65019)	|	1.014		|	0.52294	(0.0)
1188	|	17.17929		|	11.6092	(+/-2.81783)	|	1.17842	(+/-0.76777)	|	1.02555		|	0.55361	(0.0)
1189	|	17.02076		|	11.61956	(+/-2.84694)	|	1.13493	(+/-0.69251)	|	1.01609		|	0.60775	(0.0)
1190	|	17.46699		|	11.66396	(+/-2.84776)	|	1.17346	(+/-0.66907)	|	1.04273		|	0.55597	(0.0)
1191	|	17.33154		|	11.6766	(+/-2.7185)	|	1.30584	(+/-0.80834)	|	1.03464		|	0.51258	(0.0)
1192	|	17.41843		|	11.734	(+/-2.88143)	|	1.32887	(+/-0.85943)	|	1.03983		|	0.54449	(0.0)
1193	|	17.14485		|	11.61529	(+/-2.83866)	|	1.21342	(+/-0.77971)	|	1.0235		|	0.56309	(0.0)
1194	|	16.99184		|	11.65381	(+/-2.77721)	|	1.15939	(+/-0.67208)	|	1.01436		|	0.58513	(0.0)
1195	|	16.91138		|	11.62444	(+/-2.83155)	|	1.04369	(+/-0.60004)	|	1.00956		|	0.60472	(0.0)
1196	|	17.00398		|	11.59202	(+/-2.74667)	|	0.98929	(+/-0.56745)	|	1.01509		|	0.59937	(0.0)
1197	|	16.71663		|	11.55093	(+/-2.7202)	|	1.00112	(+/-0.52246)	|	0.99793		|	0.52286	(0.0)
1198	|	17.24808		|	11.61215	(+/-2.69332)	|	1.13818	(+/-0.52774)	|	1.02966		|	0.51159	(0.0)
1199	|	16.79649		|	11.58786	(+/-2.67342)	|	1.02523	(+/-0.51753)	|	1.0027		|	0.58871	(0.0)
1200	|	17.44909		|	11.63701	(+/-2.78835)	|	1.20703	(+/-0.74469)	|	1.04166		|	0.62888	(0.0)
1201	|	17.78621		|	11.78633	(+/-2.81602)	|	1.3816	(+/-0.74586)	|	1.06178		|	0.58748	(0.0)
1202	|	17.09124		|	11.69336	(+/-2.7567)	|	1.1481	(+/-0.6606)	|	1.0203		|	0.54343	(0.0)
1203	|	17.38045		|	11.6507	(+/-2.74369)	|	1.22854	(+/-0.69076)	|	1.03756		|	0.60521	(0.0)
1204	|	16.96211		|	11.64151	(+/-2.67036)	|	1.28259	(+/-0.72073)	|	1.01259		|	0.54571	(0.0)
1205	|	16.78672		|	11.59794	(+/-2.58853)	|	1.38775	(+/-0.75085)	|	1.00212		|	0.44437	(1e-05)
1206	|	17.38553		|	11.61971	(+/-2.7659)	|	1.0123	(+/-0.51644)	|	1.03786		|	0.45838	(1e-05)
1207	|	16.98752		|	11.67872	(+/-2.72521)	|	1.23261	(+/-0.65063)	|	1.0141		|	0.57562	(0.0)
1208	|	17.21739		|	11.69464	(+/-2.74198)	|	1.11492	(+/-0.64695)	|	1.02783		|	0.44212	(1e-05)
1209	|	17.25918		|	11.61417	(+/-2.71837)	|	1.15278	(+/-0.68626)	|	1.03032		|	0.55931	(0.0)
1210	|	16.98986		|	11.53382	(+/-2.72547)	|	1.0899	(+/-0.62547)	|	1.01424		|	0.52415	(0.0)
1211	|	16.97322		|	11.5796	(+/-2.7026)	|	1.10159	(+/-0.59768)	|	1.01325		|	0.57077	(0.0)
1212	|	17.33556		|	11.66301	(+/-2.7548)	|	1.20287	(+/-0.61084)	|	1.03488		|	0.46573	(0.0)
1213	|	17.25542		|	11.60707	(+/-2.6866)	|	1.20359	(+/-0.5987)	|	1.0301		|	0.40839	(7e-05)
1214	|	18.05024		|	11.64546	(+/-2.82695)	|	1.32843	(+/-0.77)	|	1.07754		|	0.59385	(0.0)
1215	|	17.63154		|	11.6594	(+/-2.80366)	|	1.22457	(+/-0.68912)	|	1.05255		|	0.517	(0.0)
1216	|	17.56169		|	11.65968	(+/-2.81797)	|	1.20531	(+/-0.68554)	|	1.04838		|	0.65579	(0.0)
1217	|	17.66904		|	11.70398	(+/-2.8641)	|	1.23198	(+/-0.771)	|	1.05479		|	0.63424	(0.0)
1218	|	17.60339		|	11.68487	(+/-2.72924)	|	1.17657	(+/-0.70493)	|	1.05087		|	0.5427	(0.0)
