Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	16.75127		|			0
503	|	17.00866		|	11.59324	(+/-2.71792)	|	0.96933	(+/-0.58837)	|	1.01537		|	0.50512	(0.0)
504	|	17.07575		|	11.59172	(+/-2.69278)	|	0.95346	(+/-0.62753)	|	1.01937		|	0.42379	(3e-05)
505	|	16.55544		|	11.48776	(+/-2.68801)	|	0.96857	(+/-0.61342)	|	0.98831		|	0.48524	(0.0)
506	|	16.67561		|	11.59991	(+/-2.74213)	|	0.88918	(+/-0.5789)	|	0.99548		|	0.54156	(0.0)
507	|	16.76829		|	11.58516	(+/-2.62696)	|	1.02982	(+/-0.56498)	|	1.00102		|	0.37483	(0.0003)
508	|	16.79086		|	11.59223	(+/-2.62527)	|	0.94409	(+/-0.52765)	|	1.00236		|	0.45999	(1e-05)
509	|	17.04273		|	11.59216	(+/-2.674)	|	1.00084	(+/-0.5011)	|	1.0174		|	0.4622	(1e-05)
510	|	17.07598		|	11.47494	(+/-2.70893)	|	0.89049	(+/-0.54153)	|	1.01938		|	0.48643	(0.0)
511	|	16.75658		|	11.53525	(+/-2.63327)	|	1.07615	(+/-0.62475)	|	1.00032		|	0.41691	(5e-05)
512	|	16.89866		|	11.47322	(+/-2.7374)	|	0.99231	(+/-0.55541)	|	1.0088		|	0.4506	(1e-05)
513	|	16.64209		|	11.55142	(+/-2.6653)	|	0.95507	(+/-0.51203)	|	0.99348		|	0.49631	(0.0)
514	|	16.72927		|	11.53257	(+/-2.73779)	|	1.08228	(+/-0.59434)	|	0.99869		|	0.53293	(0.0)
515	|	17.03164		|	11.57841	(+/-2.69602)	|	1.04101	(+/-0.65693)	|	1.01674		|	0.49402	(0.0)
516	|	16.82416		|	11.562	(+/-2.77278)	|	0.93426	(+/-0.5717)	|	1.00435		|	0.50725	(0.0)
517	|	16.70293		|	11.63786	(+/-2.70727)	|	1.00059	(+/-0.49966)	|	0.99711		|	0.49485	(0.0)
518	|	17.10284		|	11.58967	(+/-2.71727)	|	1.13096	(+/-0.54103)	|	1.02099		|	0.54031	(0.0)
519	|	16.69954		|	11.64604	(+/-2.75626)	|	1.03281	(+/-0.50686)	|	0.99691		|	0.56506	(0.0)
520	|	17.04771		|	11.54532	(+/-2.7338)	|	0.95882	(+/-0.58703)	|	1.0177		|	0.50532	(0.0)
521	|	17.32396		|	11.60134	(+/-2.67526)	|	1.05874	(+/-0.541)	|	1.03419		|	0.30636	(0.0035)
522	|	16.54221		|	11.46123	(+/-2.71141)	|	1.05363	(+/-0.46976)	|	0.98752		|	0.39713	(0.00012)
523	|	16.77827		|	11.54967	(+/-2.74794)	|	1.20978	(+/-0.69687)	|	1.00161		|	0.55461	(0.0)
524	|	17.10241		|	11.63097	(+/-2.8925)	|	1.10636	(+/-0.66166)	|	1.02096		|	0.48762	(0.0)
525	|	16.77186		|	11.54367	(+/-2.82961)	|	1.06042	(+/-0.58533)	|	1.00123		|	0.34956	(0.00079)
526	|	17.06025		|	11.65098	(+/-2.82973)	|	1.12271	(+/-0.66208)	|	1.01845		|	0.47783	(0.0)
527	|	17.29317		|	11.66453	(+/-2.7581)	|	1.21643	(+/-0.64292)	|	1.03235		|	0.53725	(0.0)
528	|	16.95989		|	11.62076	(+/-2.79995)	|	1.1662	(+/-0.66801)	|	1.01245		|	0.60074	(0.0)
529	|	16.71271		|	11.67631	(+/-2.75647)	|	0.94485	(+/-0.53175)	|	0.9977		|	0.5221	(0.0)
530	|	17.24326		|	11.63509	(+/-2.81444)	|	0.99072	(+/-0.56099)	|	1.02937		|	0.52688	(0.0)
531	|	17.16805		|	11.55705	(+/-2.81619)	|	0.93838	(+/-0.58497)	|	1.02488		|	0.48581	(0.0)
532	|	16.708		|	11.61661	(+/-2.78916)	|	0.97205	(+/-0.61322)	|	0.99742		|	0.47872	(0.0)
533	|	17.07941		|	11.64424	(+/-2.87139)	|	1.07166	(+/-0.72225)	|	1.01959		|	0.59966	(0.0)
534	|	16.7088		|	11.62093	(+/-2.73331)	|	1.14683	(+/-0.62063)	|	0.99746		|	0.52168	(0.0)
535	|	16.7043		|	11.65226	(+/-2.74396)	|	1.13402	(+/-0.65773)	|	0.9972		|	0.50741	(0.0)
536	|	17.06943		|	11.6577	(+/-2.83121)	|	0.97533	(+/-0.66896)	|	1.01899		|	0.50633	(0.0)
537	|	16.73166		|	11.54529	(+/-2.67913)	|	1.03691	(+/-0.47945)	|	0.99883		|	0.49498	(0.0)
538	|	16.94746		|	11.6274	(+/-2.83963)	|	0.96004	(+/-0.58149)	|	1.01171		|	0.48451	(0.0)
539	|	16.65819		|	11.55795	(+/-2.81024)	|	1.01129	(+/-0.58999)	|	0.99444		|	0.54634	(0.0)
540	|	16.8326		|	11.58576	(+/-2.73605)	|	1.05512	(+/-0.56351)	|	1.00486		|	0.58983	(0.0)
541	|	17.1667		|	11.56773	(+/-2.90057)	|	0.96095	(+/-0.53451)	|	1.0248		|	0.37897	(0.00025)
542	|	17.16536		|	11.67296	(+/-2.791)	|	0.98296	(+/-0.58386)	|	1.02472		|	0.50268	(0.0)
543	|	17.14969		|	11.62456	(+/-2.86162)	|	1.05231	(+/-0.60876)	|	1.02378		|	0.49904	(0.0)
544	|	17.33323		|	11.56626	(+/-2.77947)	|	1.10605	(+/-0.58467)	|	1.03474		|	0.65557	(0.0)
545	|	16.47903		|	11.62412	(+/-2.67034)	|	1.05957	(+/-0.48179)	|	0.98375		|	0.50828	(0.0)
546	|	16.89064		|	11.63286	(+/-2.84034)	|	1.00256	(+/-0.60493)	|	1.00832		|	0.58998	(0.0)
547	|	16.8654		|	11.57883	(+/-2.84963)	|	0.94308	(+/-0.57132)	|	1.00681		|	0.56066	(0.0)
548	|	16.77757		|	11.60714	(+/-2.71443)	|	1.16214	(+/-0.52652)	|	1.00157		|	0.52256	(0.0)
549	|	16.87354		|	11.66521	(+/-2.79464)	|	1.14003	(+/-0.69892)	|	1.0073		|	0.54326	(0.0)
550	|	17.01661		|	11.67286	(+/-2.80554)	|	1.08138	(+/-0.62206)	|	1.01584		|	0.56412	(0.0)
551	|	17.06812		|	11.57336	(+/-2.6764)	|	1.01508	(+/-0.54373)	|	1.01891		|	0.42555	(3e-05)
552	|	17.02533		|	11.52687	(+/-2.68808)	|	1.0554	(+/-0.56551)	|	1.01636		|	0.5439	(0.0)
553	|	16.7656		|	11.53435	(+/-2.69967)	|	0.98495	(+/-0.5567)	|	1.00086		|	0.47445	(0.0)
554	|	17.09611		|	11.60959	(+/-2.62346)	|	0.98399	(+/-0.60589)	|	1.02059		|	0.27426	(0.0093)
555	|	16.79425		|	11.63969	(+/-2.63586)	|	1.08238	(+/-0.6006)	|	1.00257		|	0.40658	(8e-05)
556	|	17.22141		|	11.64933	(+/-2.73289)	|	1.08071	(+/-0.62271)	|	1.02807		|	0.55778	(0.0)
557	|	16.5669		|	11.52521	(+/-2.68384)	|	1.06713	(+/-0.61854)	|	0.98899		|	0.50946	(0.0)
558	|	17.19937		|	11.5725	(+/-2.71457)	|	1.03089	(+/-0.57527)	|	1.02675		|	0.49847	(0.0)
559	|	17.11377		|	11.58716	(+/-2.65198)	|	0.93411	(+/-0.56176)	|	1.02164		|	0.44316	(1e-05)
560	|	16.88315		|	11.59785	(+/-2.67328)	|	0.99578	(+/-0.57503)	|	1.00787		|	0.39225	(0.00014)
561	|	16.87779		|	11.56872	(+/-2.70025)	|	1.06313	(+/-0.62837)	|	1.00755		|	0.44313	(1e-05)
562	|	17.08843		|	11.62977	(+/-2.69214)	|	0.90848	(+/-0.60917)	|	1.02013		|	0.40863	(7e-05)
563	|	16.99036		|	11.57941	(+/-2.71286)	|	0.9612	(+/-0.55117)	|	1.01427		|	0.4539	(1e-05)
564	|	16.87295		|	11.51615	(+/-2.70874)	|	1.15444	(+/-0.63989)	|	1.00726		|	0.4915	(0.0)
565	|	16.72585		|	11.58105	(+/-2.71423)	|	1.01442	(+/-0.61644)	|	0.99848		|	0.42842	(3e-05)
566	|	16.65064		|	11.58	(+/-2.74531)	|	0.98826	(+/-0.58324)	|	0.99399		|	0.39369	(0.00014)
567	|	16.64388		|	11.60176	(+/-2.72055)	|	0.93257	(+/-0.52951)	|	0.99359		|	0.40637	(8e-05)
568	|	16.78741		|	11.62968	(+/-2.69079)	|	0.98793	(+/-0.56611)	|	1.00216		|	0.44968	(1e-05)
569	|	17.11903		|	11.59708	(+/-2.72048)	|	1.11575	(+/-0.6593)	|	1.02195		|	0.56166	(0.0)
570	|	16.69948		|	11.574	(+/-2.73937)	|	0.97238	(+/-0.65297)	|	0.99691		|	0.4193	(4e-05)
571	|	16.47565		|	11.50201	(+/-2.54122)	|	1.02975	(+/-0.51107)	|	0.98355		|	0.33029	(0.00157)
572	|	16.75279		|	11.51462	(+/-2.65721)	|	0.98681	(+/-0.50733)	|	1.00009		|	0.52386	(0.0)
573	|	16.66593		|	11.56512	(+/-2.66643)	|	1.01655	(+/-0.48286)	|	0.99491		|	0.5248	(0.0)
574	|	16.79635		|	11.49134	(+/-2.6632)	|	1.00628	(+/-0.57609)	|	1.00269		|	0.41749	(5e-05)
575	|	17.09057		|	11.4652	(+/-2.66925)	|	0.97624	(+/-0.50973)	|	1.02026		|	0.49621	(0.0)
576	|	16.84929		|	11.52572	(+/-2.66795)	|	1.06996	(+/-0.61305)	|	1.00585		|	0.42064	(4e-05)
577	|	16.74196		|	11.48264	(+/-2.71147)	|	0.95563	(+/-0.54545)	|	0.99944		|	0.43395	(2e-05)
578	|	17.05826		|	11.47059	(+/-2.70842)	|	0.94155	(+/-0.46802)	|	1.01833		|	0.45705	(1e-05)
579	|	17.19081		|	11.5561	(+/-2.64024)	|	0.98299	(+/-0.54291)	|	1.02624		|	0.43319	(2e-05)
580	|	17.15246		|	11.60568	(+/-2.73063)	|	1.0173	(+/-0.56228)	|	1.02395		|	0.52759	(0.0)
581	|	16.6883		|	11.55815	(+/-2.73174)	|	1.05126	(+/-0.59989)	|	0.99624		|	0.54254	(0.0)
582	|	16.80929		|	11.53025	(+/-2.66716)	|	0.99519	(+/-0.51997)	|	1.00346		|	0.4924	(0.0)
583	|	16.79092		|	11.58817	(+/-2.67173)	|	1.02695	(+/-0.52456)	|	1.00237		|	0.4302	(3e-05)
584	|	16.51975		|	11.55317	(+/-2.66778)	|	0.89848	(+/-0.52318)	|	0.98618		|	0.37868	(0.00025)
585	|	17.0771		|	11.53836	(+/-2.69391)	|	1.12673	(+/-0.6046)	|	1.01945		|	0.40079	(0.0001)
586	|	16.45197		|	11.49023	(+/-2.66524)	|	0.92845	(+/-0.58394)	|	0.98213		|	0.46825	(0.0)
587	|	16.81816		|	11.53202	(+/-2.72675)	|	0.96565	(+/-0.5345)	|	1.00399		|	0.38971	(0.00016)
588	|	16.73776		|	11.45768	(+/-2.71556)	|	1.08682	(+/-0.56959)	|	0.99919		|	0.4454	(1e-05)
589	|	16.47094		|	11.4597	(+/-2.71221)	|	1.01749	(+/-0.55017)	|	0.98327		|	0.38673	(0.00018)
590	|	16.81503		|	11.55507	(+/-2.6041)	|	1.03746	(+/-0.57811)	|	1.00381		|	0.34846	(0.00082)
591	|	16.55457		|	11.59283	(+/-2.71482)	|	1.00149	(+/-0.55205)	|	0.98826		|	0.4457	(1e-05)
592	|	16.48194		|	11.53476	(+/-2.65391)	|	0.96263	(+/-0.52259)	|	0.98392		|	0.46163	(1e-05)
593	|	17.12567		|	11.66143	(+/-2.76305)	|	1.03212	(+/-0.60314)	|	1.02235		|	0.58671	(0.0)
594	|	16.70727		|	11.55087	(+/-2.66587)	|	0.99646	(+/-0.64524)	|	0.99737		|	0.38794	(0.00017)
595	|	16.85761		|	11.58661	(+/-2.75306)	|	1.09284	(+/-0.64321)	|	1.00635		|	0.45274	(1e-05)
596	|	17.21075		|	11.47689	(+/-2.6839)	|	1.06623	(+/-0.5463)	|	1.02743		|	0.47439	(0.0)
597	|	16.88832		|	11.53768	(+/-2.71362)	|	1.13581	(+/-0.61645)	|	1.00818		|	0.49291	(0.0)
598	|	16.59379		|	11.50819	(+/-2.64783)	|	0.98677	(+/-0.5286)	|	0.9906		|	0.50613	(0.0)
599	|	16.75143		|	11.51411	(+/-2.61337)	|	1.06035	(+/-0.6475)	|	1.00001		|	0.43165	(2e-05)
600	|	16.89125		|	11.55104	(+/-2.69543)	|	0.99452	(+/-0.56869)	|	1.00836		|	0.43991	(2e-05)
601	|	16.51333		|	11.55358	(+/-2.75315)	|	1.04613	(+/-0.60632)	|	0.9858		|	0.54131	(0.0)
602	|	16.72626		|	11.60494	(+/-2.71961)	|	1.00019	(+/-0.58596)	|	0.99851		|	0.3535	(0.00068)
603	|	16.63172		|	11.50842	(+/-2.68161)	|	1.0298	(+/-0.55534)	|	0.99286		|	0.304	(0.00378)
604	|	17.15751		|	11.65436	(+/-2.69111)	|	1.02217	(+/-0.58568)	|	1.02425		|	0.42675	(3e-05)
605	|	16.76043		|	11.63163	(+/-2.74376)	|	1.13083	(+/-0.61854)	|	1.00055		|	0.47658	(0.0)
606	|	17.08698		|	11.56605	(+/-2.63296)	|	0.96892	(+/-0.61092)	|	1.02004		|	0.31131	(0.00298)
607	|	16.94665		|	11.55935	(+/-2.72186)	|	0.96208	(+/-0.57354)	|	1.01166		|	0.50026	(0.0)
608	|	17.13341		|	11.70532	(+/-2.72764)	|	1.02083	(+/-0.52444)	|	1.02281		|	0.36036	(0.00052)
609	|	17.04332		|	11.56387	(+/-2.70556)	|	0.88952	(+/-0.49776)	|	1.01743		|	0.38652	(0.00018)
610	|	16.73579		|	11.64803	(+/-2.72747)	|	0.94759	(+/-0.49832)	|	0.99908		|	0.36111	(0.00051)
611	|	16.73972		|	11.61562	(+/-2.70698)	|	0.98837	(+/-0.5489)	|	0.99931		|	0.37409	(0.0003)
612	|	16.99203		|	11.62581	(+/-2.73338)	|	1.02645	(+/-0.60276)	|	1.01437		|	0.36148	(0.0005)
613	|	17.06878		|	11.66403	(+/-2.78534)	|	0.91352	(+/-0.47577)	|	1.01895		|	0.35722	(0.00059)
614	|	16.88735		|	11.62874	(+/-2.72617)	|	0.99269	(+/-0.57704)	|	1.00812		|	0.51122	(0.0)
615	|	16.80256		|	11.52538	(+/-2.64643)	|	1.01325	(+/-0.6699)	|	1.00306		|	0.3615	(0.0005)
616	|	16.9004		|	11.58619	(+/-2.70119)	|	0.96423	(+/-0.59657)	|	1.0089		|	0.48471	(0.0)
617	|	16.68099		|	11.59107	(+/-2.64153)	|	1.0461	(+/-0.61249)	|	0.9958		|	0.33986	(0.00112)
618	|	16.84128		|	11.60386	(+/-2.62044)	|	0.93012	(+/-0.56537)	|	1.00537		|	0.24128	(0.02274)
619	|	16.92817		|	11.57479	(+/-2.60995)	|	0.95334	(+/-0.64481)	|	1.01056		|	0.24377	(0.02133)
620	|	16.92083		|	11.55822	(+/-2.68175)	|	0.96996	(+/-0.58334)	|	1.01012		|	0.41595	(5e-05)
621	|	16.84274		|	11.5538	(+/-2.70948)	|	1.02064	(+/-0.64051)	|	1.00546		|	0.38547	(0.00019)
622	|	16.72883		|	11.6018	(+/-2.70793)	|	0.9898	(+/-0.61299)	|	0.99866		|	0.48365	(0.0)
623	|	16.80421		|	11.56176	(+/-2.68221)	|	0.92632	(+/-0.59075)	|	1.00316		|	0.30624	(0.00351)
624	|	16.88721		|	11.66836	(+/-2.70209)	|	1.01771	(+/-0.58567)	|	1.00812		|	0.47703	(0.0)
625	|	16.89401		|	11.60465	(+/-2.74508)	|	0.90855	(+/-0.5351)	|	1.00852		|	0.44152	(1e-05)
626	|	16.56146		|	11.61279	(+/-2.65048)	|	0.92337	(+/-0.50084)	|	0.98867		|	0.43445	(2e-05)
627	|	16.61945		|	11.57461	(+/-2.67244)	|	1.0064	(+/-0.59584)	|	0.99213		|	0.49351	(0.0)
628	|	16.82329		|	11.6467	(+/-2.75639)	|	0.9083	(+/-0.58561)	|	1.0043		|	0.44804	(1e-05)
629	|	16.72007		|	11.6236	(+/-2.64388)	|	0.89833	(+/-0.51745)	|	0.99814		|	0.49996	(0.0)
630	|	17.00758		|	11.709	(+/-2.72622)	|	1.07895	(+/-0.53445)	|	1.0153		|	0.46069	(1e-05)
631	|	16.75795		|	11.55375	(+/-2.70919)	|	1.00412	(+/-0.65119)	|	1.0004		|	0.44392	(1e-05)
632	|	16.9548		|	11.56715	(+/-2.72406)	|	0.96307	(+/-0.55703)	|	1.01215		|	0.40239	(9e-05)
633	|	16.80656		|	11.51005	(+/-2.69238)	|	0.93566	(+/-0.51885)	|	1.0033		|	0.42238	(4e-05)
634	|	17.29834		|	11.56846	(+/-2.61888)	|	1.02028	(+/-0.54947)	|	1.03266		|	0.43267	(2e-05)
635	|	17.21451		|	11.59637	(+/-2.69658)	|	0.96125	(+/-0.56519)	|	1.02765		|	0.49189	(0.0)
636	|	17.27423		|	11.48678	(+/-2.53736)	|	1.1737	(+/-0.57959)	|	1.03122		|	0.42812	(3e-05)
637	|	17.04436		|	11.63808	(+/-2.59692)	|	1.00054	(+/-0.55252)	|	1.0175		|	0.39252	(0.00014)
638	|	17.22951		|	11.57486	(+/-2.63545)	|	1.04551	(+/-0.63552)	|	1.02855		|	0.42219	(4e-05)
639	|	16.82288		|	11.55302	(+/-2.64162)	|	1.12175	(+/-0.57342)	|	1.00427		|	0.46292	(0.0)
640	|	16.80474		|	11.63864	(+/-2.59677)	|	1.10514	(+/-0.56121)	|	1.00319		|	0.40232	(9e-05)
641	|	17.17728		|	11.66671	(+/-2.67518)	|	1.16397	(+/-0.62386)	|	1.02543		|	0.51605	(0.0)
642	|	16.74675		|	11.50728	(+/-2.70661)	|	0.90004	(+/-0.55616)	|	0.99973		|	0.43324	(2e-05)
643	|	16.88144		|	11.62078	(+/-2.72462)	|	1.06723	(+/-0.5934)	|	1.00777		|	0.35445	(0.00065)
644	|	16.96018		|	11.50623	(+/-2.68995)	|	0.98818	(+/-0.62315)	|	1.01247		|	0.46169	(1e-05)
645	|	17.39232		|	11.58643	(+/-2.7138)	|	1.27671	(+/-0.8077)	|	1.03827		|	0.44531	(1e-05)
646	|	16.77944		|	11.56156	(+/-2.74694)	|	1.17825	(+/-0.60821)	|	1.00168		|	0.43705	(2e-05)
647	|	16.48074		|	11.56658	(+/-2.69203)	|	1.16267	(+/-0.57982)	|	0.98385		|	0.49615	(0.0)
648	|	16.72546		|	11.57313	(+/-2.71369)	|	1.08485	(+/-0.57101)	|	0.99846		|	0.44734	(1e-05)
649	|	16.55109		|	11.53889	(+/-2.69555)	|	0.96987	(+/-0.57221)	|	0.98805		|	0.48061	(0.0)
650	|	16.54411		|	11.4936	(+/-2.69562)	|	1.1321	(+/-0.69144)	|	0.98763		|	0.48891	(0.0)
651	|	17.02088		|	11.57626	(+/-2.70338)	|	1.14784	(+/-0.59528)	|	1.01609		|	0.53516	(0.0)
652	|	16.42074		|	11.46518	(+/-2.67959)	|	1.07523	(+/-0.57143)	|	0.98027		|	0.44074	(2e-05)
653	|	16.69969		|	11.5098	(+/-2.65257)	|	0.9613	(+/-0.60929)	|	0.99692		|	0.42743	(3e-05)
654	|	16.96557		|	11.54859	(+/-2.71469)	|	1.16927	(+/-0.62768)	|	1.01279		|	0.45086	(1e-05)
655	|	16.65107		|	11.53992	(+/-2.70318)	|	1.05753	(+/-0.62752)	|	0.99402		|	0.53011	(0.0)
656	|	16.39053		|	11.50377	(+/-2.71173)	|	0.90112	(+/-0.48351)	|	0.97847		|	0.5267	(0.0)
657	|	16.80569		|	11.54951	(+/-2.64675)	|	1.01414	(+/-0.60472)	|	1.00325		|	0.45991	(1e-05)
658	|	17.04662		|	11.62678	(+/-2.76671)	|	1.06476	(+/-0.64838)	|	1.01763		|	0.55142	(0.0)
659	|	17.04589		|	11.5714	(+/-2.7727)	|	1.08748	(+/-0.72251)	|	1.01759		|	0.58311	(0.0)
660	|	17.21994		|	11.62478	(+/-2.78908)	|	1.00011	(+/-0.60362)	|	1.02798		|	0.52009	(0.0)
661	|	17.02246		|	11.5603	(+/-2.75466)	|	1.07063	(+/-0.57927)	|	1.01619		|	0.56753	(0.0)
662	|	16.51585		|	11.49718	(+/-2.69552)	|	0.96963	(+/-0.53263)	|	0.98595		|	0.44036	(2e-05)
663	|	17.12113		|	11.49448	(+/-2.67137)	|	1.13614	(+/-0.67037)	|	1.02208		|	0.46958	(0.0)
664	|	16.67427		|	11.52167	(+/-2.67411)	|	0.96031	(+/-0.52877)	|	0.9954		|	0.51363	(0.0)
665	|	16.7116		|	11.52781	(+/-2.69059)	|	1.07229	(+/-0.56304)	|	0.99763		|	0.56187	(0.0)
666	|	16.40311		|	11.51811	(+/-2.68587)	|	0.96751	(+/-0.56723)	|	0.97922		|	0.45897	(1e-05)
667	|	16.8133		|	11.49526	(+/-2.6645)	|	1.00856	(+/-0.53142)	|	1.0037		|	0.45045	(1e-05)
668	|	16.818		|	11.46673	(+/-2.63183)	|	1.00811	(+/-0.45884)	|	1.00398		|	0.39787	(0.00011)
669	|	16.8869		|	11.5755	(+/-2.68552)	|	1.02928	(+/-0.59996)	|	1.0081		|	0.49006	(0.0)
670	|	16.59369		|	11.48389	(+/-2.68228)	|	1.008	(+/-0.57995)	|	0.99059		|	0.49687	(0.0)
671	|	16.95396		|	11.63693	(+/-2.7623)	|	0.95298	(+/-0.57944)	|	1.0121		|	0.55299	(0.0)
672	|	16.62766		|	11.56474	(+/-2.66528)	|	1.12275	(+/-0.54226)	|	0.99262		|	0.51302	(0.0)
673	|	16.82525		|	11.63449	(+/-2.71593)	|	0.9965	(+/-0.56979)	|	1.00442		|	0.57489	(0.0)
674	|	16.86888		|	11.61854	(+/-2.79685)	|	1.1058	(+/-0.58282)	|	1.00702		|	0.50589	(0.0)
675	|	16.95041		|	11.58306	(+/-2.75073)	|	0.99563	(+/-0.56139)	|	1.01189		|	0.47802	(0.0)
676	|	16.92769		|	11.62996	(+/-2.75152)	|	1.04478	(+/-0.61689)	|	1.01053		|	0.55506	(0.0)
677	|	16.85926		|	11.66774	(+/-2.69393)	|	1.11002	(+/-0.60417)	|	1.00645		|	0.45769	(1e-05)
678	|	16.67331		|	11.70394	(+/-2.68677)	|	1.11872	(+/-0.5183)	|	0.99535		|	0.46251	(1e-05)
679	|	16.72071		|	11.57225	(+/-2.76892)	|	1.12727	(+/-0.58164)	|	0.99818		|	0.56526	(0.0)
680	|	16.94192		|	11.59159	(+/-2.67173)	|	1.19501	(+/-0.63177)	|	1.01138		|	0.59231	(0.0)
681	|	16.89346		|	11.62959	(+/-2.73701)	|	1.25128	(+/-0.64061)	|	1.00849		|	0.57524	(0.0)
682	|	16.90326		|	11.51986	(+/-2.62729)	|	1.10819	(+/-0.62057)	|	1.00907		|	0.46437	(0.0)
683	|	16.7014		|	11.55244	(+/-2.70911)	|	1.06093	(+/-0.55644)	|	0.99702		|	0.5348	(0.0)
684	|	17.14559		|	11.64389	(+/-2.69851)	|	1.09907	(+/-0.6346)	|	1.02354		|	0.48501	(0.0)
685	|	17.03864		|	11.56298	(+/-2.76398)	|	1.11751	(+/-0.58774)	|	1.01716		|	0.57957	(0.0)
686	|	16.94134		|	11.60665	(+/-2.60464)	|	1.17189	(+/-0.59875)	|	1.01135		|	0.4402	(2e-05)
687	|	16.90049		|	11.6656	(+/-2.70652)	|	1.00203	(+/-0.58987)	|	1.00891		|	0.45434	(1e-05)
688	|	17.09298		|	11.56182	(+/-2.73886)	|	1.14464	(+/-0.65816)	|	1.0204		|	0.53967	(0.0)
689	|	17.48896		|	11.69542	(+/-2.67265)	|	1.10961	(+/-0.64423)	|	1.04404		|	0.37603	(0.00028)
690	|	16.7942		|	11.63324	(+/-2.76234)	|	1.02364	(+/-0.55951)	|	1.00256		|	0.57893	(0.0)
691	|	16.87148		|	11.60497	(+/-2.71916)	|	0.95976	(+/-0.60018)	|	1.00718		|	0.44665	(1e-05)
692	|	16.80514		|	11.53006	(+/-2.62012)	|	0.94312	(+/-0.5591)	|	1.00322		|	0.35911	(0.00055)
693	|	16.8524		|	11.59166	(+/-2.63975)	|	0.9776	(+/-0.58929)	|	1.00604		|	0.47457	(0.0)
694	|	17.19405		|	11.66965	(+/-2.72305)	|	1.00317	(+/-0.54257)	|	1.02643		|	0.41228	(6e-05)
695	|	16.83527		|	11.4959	(+/-2.676)	|	0.89777	(+/-0.52492)	|	1.00501		|	0.44808	(1e-05)
696	|	17.43533		|	11.6245	(+/-2.70277)	|	1.0886	(+/-0.64177)	|	1.04084		|	0.50132	(0.0)
697	|	16.73665		|	11.57564	(+/-2.73008)	|	0.93125	(+/-0.53604)	|	0.99913		|	0.49245	(0.0)
698	|	17.05825		|	11.57122	(+/-2.78313)	|	0.94612	(+/-0.49863)	|	1.01833		|	0.63262	(0.0)
699	|	17.31712		|	11.56199	(+/-2.73)	|	1.0579	(+/-0.56473)	|	1.03378		|	0.50015	(0.0)
700	|	16.65033		|	11.5218	(+/-2.67795)	|	1.08836	(+/-0.60589)	|	0.99397		|	0.44133	(1e-05)
701	|	16.66674		|	11.60444	(+/-2.73172)	|	1.0659	(+/-0.55955)	|	0.99495		|	0.45599	(1e-05)
702	|	17.14878		|	11.62975	(+/-2.73913)	|	1.08618	(+/-0.62579)	|	1.02373		|	0.50982	(0.0)
703	|	16.92472		|	11.59858	(+/-2.76354)	|	1.08419	(+/-0.60163)	|	1.01035		|	0.56197	(0.0)
704	|	16.84354		|	11.63556	(+/-2.71209)	|	1.05293	(+/-0.56478)	|	1.00551		|	0.41961	(4e-05)
705	|	16.96168		|	11.55266	(+/-2.71018)	|	1.05415	(+/-0.6042)	|	1.01256		|	0.53352	(0.0)
706	|	16.88187		|	11.65821	(+/-2.72223)	|	1.0874	(+/-0.6435)	|	1.0078		|	0.58295	(0.0)
707	|	16.76497		|	11.59207	(+/-2.68145)	|	1.08448	(+/-0.62958)	|	1.00082		|	0.44583	(1e-05)
708	|	17.03871		|	11.55995	(+/-2.70079)	|	0.98579	(+/-0.56292)	|	1.01716		|	0.41719	(5e-05)
709	|	16.84643		|	11.6313	(+/-2.60663)	|	0.97438	(+/-0.55909)	|	1.00568		|	0.28917	(0.00599)
710	|	16.77181		|	11.57282	(+/-2.77942)	|	0.99923	(+/-0.59501)	|	1.00123		|	0.39551	(0.00013)
711	|	16.96233		|	11.46189	(+/-2.66907)	|	1.05432	(+/-0.62292)	|	1.0126		|	0.33487	(0.00134)
712	|	16.91639		|	11.54996	(+/-2.66841)	|	1.07842	(+/-0.60822)	|	1.00986		|	0.41	(7e-05)
713	|	16.67172		|	11.6111	(+/-2.67969)	|	1.13642	(+/-0.65621)	|	0.99525		|	0.47983	(0.0)
714	|	16.97175		|	11.54001	(+/-2.7205)	|	1.17645	(+/-0.70225)	|	1.01316		|	0.40788	(7e-05)
715	|	16.87544		|	11.59564	(+/-2.69707)	|	1.08314	(+/-0.62406)	|	1.00741		|	0.53883	(0.0)
716	|	16.65669		|	11.59537	(+/-2.65741)	|	1.12202	(+/-0.64174)	|	0.99435		|	0.35648	(0.00061)
717	|	16.65398		|	11.56823	(+/-2.62583)	|	1.10905	(+/-0.64959)	|	0.99419		|	0.45621	(1e-05)
718	|	16.92044		|	11.60812	(+/-2.70066)	|	1.24853	(+/-0.70403)	|	1.0101		|	0.5072	(0.0)
719	|	17.15582		|	11.58105	(+/-2.67184)	|	1.24452	(+/-0.70381)	|	1.02415		|	0.48912	(0.0)
720	|	16.9066		|	11.59263	(+/-2.65621)	|	1.19255	(+/-0.7039)	|	1.00927		|	0.54476	(0.0)
721	|	16.96799		|	11.57876	(+/-2.70982)	|	1.25646	(+/-0.77811)	|	1.01294		|	0.52363	(0.0)
